""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"49"|"1"|"00:07:49.120"|"00:07:55.279"|"469.12"|"479.84"|""|"the island and its inhabitants became isolated some 12 000 years ago when sea levels rose following the last ice age"
"50"|"1"|"00:08:01.360"|"00:08:06.860"|"481.36"|"488.88"|""|"but tasmania is a window on a far more ancient past"
"51"|"1"|"00:08:08.879"|"00:08:14.240"|"488.88"|"496.08"|""|"some of these forests have barely changed since dinosaurs walked the earth"
"52"|"1"|"00:08:14.240"|"00:08:20.879"|"496.08"|"500.88"|""|"when the southern continents were a single landmass called gondwana"
"53"|"1"|"00:08:21.680"|"00:08:26.160"|"501.68"|"509.16"|""|"there is still a creature here whose ancestors roamed that ancient supercontinent"
"54"|"1"|"00:08:41.120"|"00:08:45.600"|"521.12"|"528.32"|""|"it lives in tasmania's rivers and is one of the island's longest live survivors"
"55"|"1"|"00:08:49.759"|"00:08:54.919"|"529.76"|"534.92"|""|"the tasmanian giant lobster"
"56"|"1"|"00:08:58.799"|"00:09:02.559"|"538.8"|"544.0"|""|"weighing up to five kilos and a meter long"
"57"|"1"|"00:09:02.559"|"00:09:06.399"|"544.0"|"551.44"|""|"they're the biggest fresh water invertebrates on our planet taking some 40 years to reach full size"
"58"|"1"|"00:09:12.399"|"00:09:17.519"|"552.4"|"562.04"|""|"tasmania's isolation together with the lack of sizable predators may be one reason why they grow so massive"
"59"|"1"|"00:09:23.200"|"00:09:26.600"|"563.2"|"571.52"|""|"but they're not entirely free from threat"
"60"|"1"|"00:09:31.519"|"00:09:36.440"|"571.52"|"576.44"|""|"tasmanian platypuses are enormous"
"61"|"1"|"00:09:37.279"|"00:09:42.559"|"577.28"|"582.56"|""|"as much as three times heavier than their mainland counterparts"
"62"|"1"|"00:09:44.799"|"00:09:49.639"|"584.8"|"595.01"|""|"it's an adaptation to the cooler southern climate"
"63"|"1"|"00:09:55.919"|"00:10:00.960"|"595.92"|"602.57"|""|"this male is after tiny invertebrates found on the riverbed including young"
"64"|"1"|"00:10:00.960"|"00:10:03.879"|"602.57"|"603.88"|""|"lobsters"
"65"|"1"|"00:10:07.039"|"00:10:12.320"|"607.04"|"612.32"|""|"and to stay warm in winter he must find a lot"
"66"|"1"|"00:10:14.639"|"00:10:20.960"|"614.64"|"624.4"|""|"he needs to keep moving with no large predators to worry them"
"67"|"1"|"00:10:20.960"|"00:10:26.720"|"624.4"|"626.72"|""|"platypuses here get about in an unusual way"
"68"|"1"|"00:10:28.080"|"00:10:35.200"|"628.08"|"635.2"|""|"only in tasmania does the platypus walk between rivers in broad daylight"
"69"|"1"|"00:10:45.600"|"00:10:51.360"|"645.6"|"654.42"|""|"out of water it's easy to see why the platypus was once dismissed as a fraud"
"70"|"1"|"00:10:51.360"|"00:10:57.610"|"654.42"|"657.61"|""|"the work of a hoaxer"
"71"|"1"|"00:11:03.200"|"00:11:08.159"|"663.2"|"668.16"|""|"but down here he is in his element"
"72"|"1"|"00:11:09.039"|"00:11:15.799"|"669.04"|"675.8"|""|"his strange assemblage of body parts soon begins to make sense"
"73"|"1"|"00:11:16.320"|"00:11:19.919"|"676.32"|"679.92"|""|"webbed feet help him move"
"74"|"1"|"00:11:20.000"|"00:11:26.000"|"680.0"|"691.12"|""|"while his otter-like fur keeps him warm his beaver-like tail stores fat"
"75"|"1"|"00:11:31.279"|"00:11:36.720"|"691.28"|"696.72"|""|"but the platypus is best known for its duck-like bill"
"76"|"1"|"00:11:37.120"|"00:11:42.039"|"697.12"|"702.04"|""|"which it uses to find food"
"77"|"1"|"00:11:43.360"|"00:11:47.759"|"703.36"|"707.76"|""|"underwater he's completely blind"
"78"|"1"|"00:11:50.799"|"00:11:55.720"|"710.8"|"715.72"|""|"not ideal for avoiding rocks"
"79"|"1"|"00:11:57.039"|"00:12:02.799"|"717.04"|"726.9"|""|"but some 40 000 receptors in the bill detect electrical signals given off by"
"80"|"1"|"00:12:02.799"|"00:12:10.639"|"726.9"|"735.84"|""|"the muscles of prey animals with the need to eat a lot just to keep"
"81"|"1"|"00:12:12.879"|"00:12:20.200"|"735.84"|"740.2"|""|"warm a platypus can stay on the hunt for some 12 hours a day"
"82"|"1"|"00:12:26.799"|"00:12:32.399"|"746.8"|"754.99"|""|"though also found on the mainland tasmania's platypuses are by far the"
"83"|"1"|"00:12:32.399"|"00:12:38.200"|"754.99"|"758.2"|""|"biggest and boldest"
"84"|"1"|"00:12:40.320"|"00:12:47.759"|"760.32"|"767.76"|""|"they like others are adapted to the island's isolation and cooler climate"
"85"|"1"|"00:12:51.759"|"00:12:57.279"|"771.76"|"777.28"|""|"lying 150 miles south of australia"
"86"|"1"|"00:12:57.519"|"00:13:04.269"|"777.52"|"787.59"|""|"tasmania is surrounded by a vast expanse of open ocean"
"87"|"1"|"00:13:21.519"|"00:13:26.480"|"801.52"|"808.43"|""|"to the west the next landfall is south america"
"88"|"1"|"00:13:26.480"|"00:13:33.360"|"808.43"|"818.06"|""|"thousands of miles away to the south"
"89"|"1"|"00:13:34.480"|"00:13:41.230"|"818.06"|"821.23"|""|"lies the great antarctic continent"
"90"|"1"|"00:13:41.519"|"00:13:47.899"|"821.52"|"832.65"|""|"and as winter comes to an end new arrivals come ashore to breed"
"91"|"1"|"00:13:53.120"|"00:13:58.159"|"833.12"|"841.68"|""|"penguins hidden among the rocks this female has"
"92"|"1"|"00:13:58.159"|"00:14:05.200"|"841.68"|"845.2"|""|"two newly hatched chicks but nothing to feed them"
"93"|"1"|"00:14:06.320"|"00:14:13.600"|"846.32"|"853.6"|""|"her partner left some 14 hours ago and is yet to return"
"94"|"1"|"00:14:14.879"|"00:14:19.600"|"854.88"|"861.68"|""|"he's out fishing but quite unlike any other penguin he"
"95"|"1"|"00:14:19.600"|"00:14:24.080"|"861.68"|"864.08"|""|"must wait for nightfall to leave the water"
"96"|"1"|"00:14:28.000"|"00:14:32.320"|"868.0"|"877.2"|""|"gulls and birds of prey patrol the coast by day it's only safe to return after sunset"
"97"|"1"|"00:14:40.879"|"00:14:46.159"|"880.88"|"886.16"|""|"that is because these are little penguins"
"98"|"1"|"00:14:48.879"|"00:14:55.039"|"888.88"|"895.04"|""|"at only 30 centimetres tall they're the smallest penguins in the world"
"99"|"1"|"00:14:57.600"|"00:15:02.240"|"897.6"|"905.2"|""|"and with nests several hundred meters in land"
"100"|"1"|"00:15:02.240"|"00:15:07.429"|"905.2"|"914.32"|""|"the only safe way to get there is to make a dash in the darkness"
"101"|"1"|"00:15:14.320"|"00:15:31.409"|"914.32"|"931.41"|""|"their safety in numbers"
"102"|"1"|"00:15:38.240"|"00:15:43.600"|"938.24"|"946.72"|""|"with hundreds of nests in the colony the night soon fills with the calls of returning adults"
"103"|"1"|"00:15:48.159"|"00:15:53.539"|"948.16"|"958.71"|""|"the sound of early spring on tasmania's coast"
"104"|"1"|"00:16:02.720"|"00:16:05.720"|"962.72"|"965.72"|""|"me"
"105"|"1"|"00:16:17.600"|"00:16:23.840"|"977.6"|"983.84"|""|"this will be a welcome meal for the newly hatched chicks"
"106"|"1"|"00:16:27.519"|"00:16:33.120"|"987.52"|"996.4"|""|"the little penguin's presence is a reminder of antarctica's proximity"
"107"|"1"|"00:16:36.399"|"00:16:40.720"|"996.4"|"1003.6"|""|"but while early spring brings them ashore to breed"
"108"|"1"|"00:16:40.720"|"00:16:45.919"|"1003.6"|"1005.92"|""|"it also brings wild and unpredictable weather"
"109"|"1"|"00:16:47.440"|"00:16:51.980"|"1007.44"|"1018.13"|""|"prevailing winds carry most of the bad weather from the west"
"110"|"1"|"00:17:14.480"|"00:17:20.319"|"1034.48"|"1043.04"|""|"and tasmania's mountains cause much of the rain to fall on the western half of the island"
"111"|"1"|"00:17:24.480"|"00:17:30.640"|"1044.48"|"1052.54"|""|"the result divides tasmania in two with a wet western side and a dry"
"112"|"1"|"00:17:30.640"|"00:17:35.640"|"1052.54"|"1055.64"|""|"eastern side"
"113"|"1"|"00:17:42.240"|"00:17:48.559"|"1062.24"|"1068.56"|""|"some western areas are among the wettest in all of australia"
"114"|"1"|"00:17:49.680"|"00:17:54.079"|"1069.68"|"1074.08"|""|"it rains here nearly every day"
"115"|"1"|"00:17:57.680"|"00:18:03.559"|"1077.68"|"1083.56"|""|"and all the water supports a surprising spectacle"
"116"|"1"|"00:18:14.799"|"00:18:22.240"|"1094.8"|"1102.24"|""|"caught in a bizarre trap these insects are doomed"
"117"|"1"|"00:18:27.680"|"00:18:32.690"|"1107.68"|"1117.69"|""|"how they got stuck only becomes apparent as night falls"
"118"|"1"|"00:18:42.160"|"00:18:48.720"|"1122.16"|"1128.72"|""|"these strange lights belong to the larvae of a type of gnat"
"119"|"1"|"00:18:50.720"|"00:18:55.920"|"1130.72"|"1140.16"|""|"the light is formed by a chemical reaction in the larva's abdomen and can be turned on and off at will"
"120"|"1"|"00:19:01.359"|"00:19:07.519"|"1141.36"|"1147.52"|""|"sticky threads hang from its silk and mucus-laden nest"
"121"|"1"|"00:19:08.240"|"00:19:13.109"|"1148.24"|"1157.48"|""|"insects drawn to the light are ensnared then devoured"
"122"|"1"|"00:19:21.759"|"00:19:26.400"|"1161.76"|"1169.2"|""|"each glowworms thread is made up almost entirely of water"
"123"|"1"|"00:19:26.400"|"00:19:34.200"|"1169.2"|"1174.2"|""|"so the high rainfall in tasmania's wet west provides ideal conditions"
"124"|"1"|"00:19:42.480"|"00:19:46.720"|"1182.48"|"1189.28"|""|"and the rain that supports these tiny glowworms"
"125"|"1"|"00:19:46.720"|"00:19:53.640"|"1189.28"|"1193.64"|""|"also sustains one of the largest organisms on the planet"
"126"|"1"|"00:19:55.680"|"00:19:58.720"|"1195.68"|"1198.72"|""|"mountain ash"
"127"|"1"|"00:19:59.839"|"00:20:03.839"|"1199.84"|"1203.84"|""|"they are a type of eucalyptus"
"128"|"1"|"00:20:03.920"|"00:20:10.000"|"1203.92"|"1211.92"|""|"fast growing trees that evolved on the dry australian mainland"
"129"|"1"|"00:20:10.000"|"00:20:15.599"|"1211.92"|"1215.6"|""|"in tasmania they become giants"
"130"|"1"|"00:20:17.440"|"00:20:21.279"|"1217.44"|"1225.56"|""|"strangely for trees living in a wet forest they need fire to reproduce"
"131"|"1"|"00:20:37.200"|"00:20:42.960"|"1237.2"|"1242.96"|""|"the mountain ash stores its seeds in small pods"
"132"|"1"|"00:20:44.160"|"00:20:49.000"|"1244.16"|"1249.0"|""|"which are released as the pods burn"
"133"|"1"|"00:20:52.640"|"00:20:58.880"|"1252.64"|"1262.44"|""|"beneath the ash the seeds live on quickly germinating without competition from other plants"
"134"|"1"|"00:21:02.559"|"00:21:08.160"|"1262.56"|"1268.16"|""|"this makes sense in a dry habitat with regular fire"
"135"|"1"|"00:21:11.359"|"00:21:17.000"|"1271.36"|"1277.0"|""|"but not in tasmania's wet forests"
"136"|"1"|"00:21:23.519"|"00:21:30.200"|"1283.52"|"1290.2"|""|"young mountain ash can grow at a rate of several meters a year"
"137"|"1"|"00:21:41.279"|"00:21:46.539"|"1301.28"|"1310.88"|""|"all that holds them back is the next fire or a lack of water"
"138"|"1"|"00:21:50.880"|"00:21:57.319"|"1310.88"|"1317.32"|""|"and that is the secret behind their staggering height"
"139"|"1"|"00:22:02.640"|"00:22:09.119"|"1322.64"|"1332.12"|""|"in tasmania's damp west fire is so infrequent these trees keep growing for centuries"
"140"|"1"|"00:22:19.039"|"00:22:23.519"|"1339.04"|"1348.88"|""|"those standing in this valley all germinated following the same devastating fire 400 years ago"
"141"|"1"|"00:22:29.759"|"00:22:35.960"|"1349.76"|"1355.96"|""|"today they reach almost 100 meters into the sky"
"142"|"1"|"00:22:49.359"|"00:22:55.359"|"1369.36"|"1378.08"|""|"they may have evolved on the dry australian mainland but it's tasmania's"
"143"|"1"|"00:22:55.359"|"00:23:00.720"|"1378.08"|"1384.84"|""|"wet forests that have turned mountain ash trees into the tallest flowering plants on earth"
"144"|"1"|"00:23:13.440"|"00:23:18.160"|"1393.44"|"1400.72"|""|"the moisture-laden air that blows in from tasmania's west"
"145"|"1"|"00:23:18.160"|"00:23:23.720"|"1400.72"|"1403.72"|""|"brings several meters of rainfall each year"
"146"|"1"|"00:23:26.559"|"00:23:32.720"|"1406.56"|"1417.84"|""|"although it can rain most days winter and spring are the wettest times and seasonal waterfalls burst into life"
"147"|"1"|"00:23:43.839"|"00:23:48.559"|"1423.84"|"1431.56"|""|"all who live here must adapt to the regular downpours and cooler temperatures"
"148"|"1"|"00:23:52.880"|"00:23:59.710"|"1432.88"|"1444.41"|""|"and like so many of tasmania's species their adaptations set them apart"
"149"|"1"|"00:24:11.279"|"00:24:19.400"|"1451.28"|"1459.4"|""|"it may not look like it but this is the closest living relative of the platypus"
"150"|"1"|"00:24:20.160"|"00:24:26.559"|"1460.16"|"1466.56"|""|"the echidna australia's most widespread native mammal"
"151"|"1"|"00:24:30.960"|"00:24:36.400"|"1470.96"|"1480.74"|""|"but while mainland echidnas are all spines this tasmanian one is mostly"
"152"|"1"|"00:24:36.400"|"00:24:46.079"|"1480.74"|"1491.6"|""|"covered in hair to help keep him warm milder spring months mean an abundance"
"153"|"1"|"00:24:49.039"|"00:24:54.000"|"1491.6"|"1494.0"|""|"of his favorite food ants"
"154"|"1"|"00:24:56.960"|"00:25:02.480"|"1496.96"|"1503.87"|""|"but when you're this hairy your food gets stuck everywhere which is a pain"
"155"|"1"|"00:25:02.480"|"00:25:11.519"|"1503.87"|"1517.94"|""|"when it can bite back time to move on"
"156"|"1"|"00:25:22.480"|"00:25:28.240"|"1522.48"|"1532.76"|""|"as spring turns to summer tasmania's inhabitants get some relief from the wild and cool weather"
"157"|"1"|"00:25:44.319"|"00:25:50.000"|"1544.32"|"1550.0"|""|"it's now that the young devils are ready to leave the den"
"158"|"1"|"00:25:51.680"|"00:25:55.200"|"1551.68"|"1559.36"|""|"they've been out of their mother's pouch for a while but have remained safely hidden away"
"159"|"1"|"00:26:01.839"|"00:26:07.640"|"1561.84"|"1567.64"|""|"fully weaned this is the start of their independence"
"160"|"1"|"00:26:17.440"|"00:26:25.640"|"1577.44"|"1585.64"|""|"this young female will have to learn to survive and find food all by herself"
"161"|"1"|"00:26:26.160"|"00:26:32.319"|"1586.16"|"1592.32"|""|"what's more she and her sibling are much smaller than an adult"
"162"|"1"|"00:26:33.440"|"00:26:36.720"|"1593.44"|"1596.72"|""|"they could easily be killed"
"163"|"1"|"00:26:37.839"|"00:26:45.920"|"1597.84"|"1613.32"|""|"this will be her way out of danger heavier adults can't climb so there are some benefits to being small"
"164"|"1"|"00:27:02.799"|"00:27:07.759"|"1622.8"|"1631.0"|""|"over the next few months she'll also find much of the food she needs up here in the treetops"
"165"|"1"|"00:27:20.640"|"00:27:28.759"|"1640.64"|"1648.76"|""|"but grubs and birds eggs alone won't be enough to sustain her as she grows"
"166"|"1"|"00:27:35.519"|"00:27:42.319"|"1655.52"|"1662.32"|""|"if she's to make it to adulthood she needs to find more substantial meals"
"167"|"1"|"00:27:43.839"|"00:27:48.400"|"1663.84"|"1671.92"|""|"and that brings her into direct competition with dangerous and more powerful adult devils"
"168"|"1"|"00:27:56.880"|"00:28:03.720"|"1676.88"|"1683.72"|""|"the scent and sound of crunching bones draw her in"
"169"|"1"|"00:28:04.480"|"00:28:08.079"|"1684.48"|"1688.08"|""|"but she needs to be careful"
"170"|"1"|"00:28:15.039"|"00:28:21.920"|"1695.04"|"1701.92"|""|"less than half of all newly weaned youngsters make it to adulthood"
"171"|"1"|"00:28:23.839"|"00:28:30.000"|"1703.84"|"1712.48"|""|"if she is to survive she needs to earn her place"
"172"|"1"|"00:28:30.000"|"00:28:34.960"|"1712.48"|"1714.96"|""|"there's no telling how this adult might react"
"173"|"1"|"00:28:38.000"|"00:28:43.400"|"1718.0"|"1723.4"|""|"confronting a stranger at a carcass is a gamble"
"174"|"1"|"00:28:46.240"|"00:28:50.759"|"1726.24"|"1730.76"|""|"but one she needs to take"
"175"|"1"|"00:29:25.839"|"00:29:31.799"|"1765.84"|"1771.8"|""|"spurred on by hunger she seems to have the upper hand"
"176"|"1"|"00:30:00.799"|"00:30:03.599"|"1800.8"|"1806.0"|""|"it looks as though her gamble has paid off"
"177"|"1"|"00:30:03.599"|"00:30:09.559"|"1806.0"|"1809.56"|""|"but her competitor won't let the carcass go that easily"
"178"|"1"|"00:30:18.960"|"00:30:23.599"|"1818.96"|"1827.01"|""|"the adult could kill her with a sink or bite"
"179"|"1"|"00:30:23.599"|"00:30:32.160"|"1827.01"|"1832.16"|""|"but that's not how devil society works"
"180"|"1"|"00:30:32.319"|"00:30:39.200"|"1832.32"|"1839.2"|""|"despite living most of their lives alone devils can and do share"
"181"|"1"|"00:30:39.680"|"00:30:46.240"|"1839.68"|"1846.24"|""|"they defend only the amount of meat they can eat rather than the whole carcass"
"182"|"1"|"00:30:47.039"|"00:30:52.000"|"1847.04"|"1855.36"|""|"the pecking order has less to do with size and strength and more to do with whoever wants it most"
"183"|"1"|"00:30:55.920"|"00:31:02.839"|"1855.92"|"1862.84"|""|"as this youngster is learning it's all about who can shout the loudest"
"184"|"1"|"00:31:04.240"|"00:31:11.799"|"1864.24"|"1871.8"|""|"may have a fearsome reputation but the reality is quite different"
"185"|"1"|"00:31:21.200"|"00:31:26.880"|"1881.2"|"1886.88"|""|"summer brings warmer temperatures across tasmania"
"186"|"1"|"00:31:30.160"|"00:31:34.720"|"1890.16"|"1894.72"|""|"while in the west it still rains frequently"
"187"|"1"|"00:31:36.559"|"00:31:43.160"|"1896.56"|"1903.16"|""|"summer is most apparent in the dry eastern half of the island"
"188"|"1"|"00:31:46.880"|"00:31:54.470"|"1906.88"|"1917.55"|""|"the driest areas of tasmania receive 80 less rainfall than the wettest"
"189"|"1"|"00:31:59.359"|"00:32:06.160"|"1919.36"|"1926.16"|""|"here the landscape is more reminiscent of parts of the australian mainland"
"190"|"1"|"00:32:12.400"|"00:32:17.599"|"1932.4"|"1941.45"|""|"four marsupials that graze the open grasslands there's a bounty of fresh"
"191"|"1"|"00:32:17.599"|"00:32:26.079"|"1941.45"|"1946.08"|""|"shoots in these warm summer months"
"192"|"1"|"00:32:26.480"|"00:32:30.720"|"1946.48"|"1953.6"|""|"and although life here may appear more typically australian"
"193"|"1"|"00:32:30.720"|"00:32:36.799"|"1953.6"|"1959.94"|""|"the effect of tasmania's isolation is felt just as strongly in this dry half"
"194"|"1"|"00:32:36.799"|"00:32:43.119"|"1959.94"|"1969.2"|""|"of the island it's given this group of wallabies"
"195"|"1"|"00:32:45.519"|"00:32:51.279"|"1969.2"|"1975.08"|""|"something of a tasmanian twist they've turned white"
"196"|"1"|"00:33:05.200"|"00:33:09.980"|"1985.2"|"1993.2"|""|"about 100 of them live within this population"
"197"|"1"|"00:33:14.799"|"00:33:21.440"|"1994.8"|"2001.44"|""|"they're so poorly camouflaged that anywhere else they'd be easily killed"
"198"|"1"|"00:33:21.519"|"00:33:26.480"|"2001.52"|"2010.96"|""|"on tasmania however there aren't any predators big enough to kill a wallaby so many live full adult lives"
"199"|"1"|"00:33:34.640"|"00:33:40.240"|"2014.64"|"2020.24"|""|"and without the normal controls their numbers are growing"
"200"|"1"|"00:33:49.279"|"00:33:53.599"|"2029.28"|"2037.44"|""|"but although this may appear a predator-free paradise there are killers here"
"201"|"1"|"00:33:58.400"|"00:34:05.640"|"2038.4"|"2045.64"|""|"one of tasmania's deadliest animals lives in these dry forests"
"202"|"1"|"00:34:10.320"|"00:34:16.260"|"2050.32"|"2060.22"|""|"it's a species of ant known as the jack jumper"
"203"|"1"|"00:34:35.199"|"00:34:41.440"|"2075.2"|"2081.44"|""|"jack jump has evolved on the ancient gondwana supercontinent"
"204"|"1"|"00:34:43.280"|"00:34:46.559"|"2083.28"|"2086.56"|""|"workers hunt alone"
"205"|"1"|"00:34:47.119"|"00:34:52.800"|"2087.12"|"2092.8"|""|"a very primitive behavior among ants which are mainly social"
"206"|"1"|"00:34:53.760"|"00:35:01.239"|"2093.76"|"2101.24"|""|"and instead of using scent to hunt they rely on acute vision"
"207"|"1"|"00:35:03.519"|"00:35:09.199"|"2103.52"|"2111.28"|""|"they sting their victims to death with a venom that can kill humans"
"208"|"1"|"00:35:09.199"|"00:35:13.579"|"2111.28"|"2131.63"|""|"making these one of the deadliest animals in all of australia"
"209"|"1"|"00:35:33.519"|"00:35:40.800"|"2133.52"|"2140.8"|""|"jack jumper ants are particularly abundant in this dry half of tasmania"
"210"|"1"|"00:35:42.800"|"00:35:49.119"|"2142.8"|"2149.12"|""|"their nests are small mounds within which their larvae are raised"
"211"|"1"|"00:35:51.920"|"00:35:57.199"|"2151.92"|"2160.56"|""|"workers cover the nest with dark materials to help absorb warmth in the cooler southern climate"
"212"|"1"|"00:36:04.480"|"00:36:09.119"|"2164.48"|"2169.12"|""|"in mid-summer however temperatures soar"
"213"|"1"|"00:36:10.719"|"00:36:15.039"|"2170.72"|"2175.04"|""|"and the nest risks overheating"
"214"|"1"|"00:36:23.119"|"00:36:30.639"|"2183.12"|"2190.64"|""|"but jack jumpers have a surprising way of coping with the intense sunlight"
"215"|"1"|"00:36:37.519"|"00:36:43.199"|"2197.52"|"2203.2"|""|"on hotter days they switch building materials"
"216"|"1"|"00:36:44.719"|"00:36:50.760"|"2204.72"|"2210.76"|""|"now the workers cover the nest in white stones"
"217"|"1"|"00:36:56.480"|"00:37:03.360"|"2216.48"|"2223.36"|""|"these reflect the sun's energy keeping the young cool inside"
"218"|"1"|"00:37:06.639"|"00:37:12.559"|"2226.64"|"2232.56"|""|"it's an inventive solution to tasmania's changing seasons"
"219"|"1"|"00:37:19.199"|"00:37:23.599"|"2239.2"|"2246.6"|""|"the dry eastern forests can be a challenging place in the heat of mid-summer"
