""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"24"|"1"|"00:02:37.840"|"00:02:43.509"|"157.84"|"163.51"|"5.67"|"and the strong seasonal cycle makes life"
"25"|"1"|"00:02:40.879"|"00:02:50.639"|"160.88"|"170.64"|"9.76"|"here very different indeed"
"26"|"1"|"00:02:50.639"|"00:02:55.520"|"170.64"|"175.52"|"4.88"|"winter means a struggle for survival"
"27"|"1"|"00:02:59.039"|"00:03:05.479"|"179.04"|"185.48"|"6.44"|"in tasmania's mountains there are meager pickings on offered"
"28"|"1"|"00:03:14.639"|"00:03:20.150"|"194.64"|"200.15"|"5.51"|"this is the last landfall heading south"
"29"|"1"|"00:03:18.479"|"00:03:23.759"|"198.48"|"203.76"|"5.28"|"before antarctica"
"30"|"1"|"00:03:23.759"|"00:03:28.159"|"203.76"|"208.16"|"4.4"|"cold air from further south brings"
"31"|"1"|"00:03:25.919"|"00:03:31.849"|"205.92"|"211.85"|"5.93"|"snowfall and freezing temperatures"
"32"|"1"|"00:03:28.159"|"00:03:31.939"|"208.16"|"211.94"|"3.78"|"throughout these winter months"
"33"|"1"|"00:03:36.800"|"00:03:41.919"|"216.8"|"221.92"|"5.12"|"many animals like this female wombat are"
"34"|"1"|"00:03:39.919"|"00:03:44.479"|"219.92"|"224.48"|"4.56"|"australian species"
"35"|"1"|"00:03:41.919"|"00:03:48.159"|"221.92"|"228.16"|"6.24"|"but their habits and lifestyles are most definitely tasmanian"
"36"|"1"|"00:03:51.199"|"00:03:57.680"|"231.2"|"237.68"|"6.48"|"mainland wombats are largely nocturnal"
"37"|"1"|"00:03:55.199"|"00:03:58.560"|"235.2"|"238.56"|"3.36"|"but here she feeds at any time of the"
"38"|"1"|"00:03:57.680"|"00:04:02.879"|"237.68"|"242.88"|"5.2"|"day kept warm by her thicker coat of fur"
"39"|"1"|"00:04:05.360"|"00:04:10.919"|"245.36"|"250.92"|"5.56"|"she must take every opportunity to find food"
"40"|"1"|"00:04:15.360"|"00:04:20.800"|"255.36"|"260.8"|"5.44"|"winter is felt right across this island wilderness"
"41"|"1"|"00:04:24.720"|"00:04:31.899"|"264.72"|"271.9"|"7.18"|"even lower down in tasmania's forests"
"42"|"1"|"00:04:28.480"|"00:04:36.329"|"268.48"|"276.33"|"7.85"|"temperatures can fall below freezing"
"43"|"1"|"00:04:42.879"|"00:04:46.639"|"282.88"|"286.64"|"3.76"|"the first europeans to explore these"
"44"|"1"|"00:04:45.120"|"00:04:49.680"|"285.12"|"289.68"|"4.56"|"forests"
"45"|"1"|"00:04:46.639"|"00:04:52.839"|"286.64"|"292.84"|"6.2"|"claimed they heard devils screaming in the night"
"46"|"1"|"00:05:03.839"|"00:05:10.600"|"303.84"|"310.6"|"6.76"|"and so tasmania's most famous animal got its name"
"47"|"1"|"00:05:13.439"|"00:05:17.639"|"313.44"|"317.64"|"4.2"|"the tasmanian devil"
"48"|"1"|"00:05:28.879"|"00:05:35.519"|"328.88"|"335.52"|"6.64"|"primarily scavengers they can smell a"
"49"|"1"|"00:05:31.519"|"00:05:38.000"|"331.52"|"338.0"|"6.48"|"carcass from half a mile away"
"50"|"1"|"00:05:35.519"|"00:05:42.560"|"335.52"|"342.56"|"7.04"|"and relative to body size they have the"
"51"|"1"|"00:05:38.000"|"00:05:47.560"|"338.0"|"347.56"|"9.56"|"most powerful bite in the natural world they can easily crunch through bone"
"52"|"1"|"00:05:59.439"|"00:06:05.120"|"359.44"|"365.12"|"5.68"|"devils once lived throughout australia"
"53"|"1"|"00:06:02.639"|"00:06:08.319"|"362.64"|"368.32"|"5.68"|"but vanished as the continent dried out and humans arrived"
"54"|"1"|"00:06:09.360"|"00:06:14.240"|"369.36"|"374.24"|"4.88"|"today this is their last stronghold"
"55"|"1"|"00:06:17.759"|"00:06:22.839"|"377.76"|"382.84"|"5.08"|"like most australian mammals their marsupials"
"56"|"1"|"00:06:23.279"|"00:06:28.560"|"383.28"|"388.56"|"5.28"|"while they may appear dog-like devils"
"57"|"1"|"00:06:26.240"|"00:06:30.639"|"386.24"|"390.64"|"4.4"|"are more closely related to kangaroos"
"58"|"1"|"00:06:28.560"|"00:06:32.800"|"388.56"|"392.8"|"4.24"|"than canines"
"59"|"1"|"00:06:30.639"|"00:06:35.839"|"390.64"|"395.84"|"5.2"|"and being marsupial they rear their young in a pouch"
"60"|"1"|"00:06:37.519"|"00:06:42.350"|"397.52"|"402.35"|"4.83"|"a few weeks ago this female gave birth"
"61"|"1"|"00:06:40.639"|"00:06:43.519"|"400.64"|"403.52"|"2.88"|"to 40 young"
"62"|"1"|"00:06:43.519"|"00:06:51.040"|"403.52"|"411.04"|"7.52"|"each the size of a grain of rice"
"63"|"1"|"00:06:51.040"|"00:06:59.689"|"411.04"|"419.69"|"8.65"|"inside her pouch she has just four teats"
"64"|"1"|"00:06:55.920"|"00:07:05.519"|"415.92"|"425.52"|"9.6"|"so only four young will survive"
"65"|"1"|"00:07:05.519"|"00:07:14.959"|"425.52"|"434.96"|"9.44"|"a devil's race for survival begins early"
"66"|"1"|"00:07:14.959"|"00:07:18.800"|"434.96"|"438.8"|"3.84"|"it's a tough start"
"67"|"1"|"00:07:16.639"|"00:07:21.439"|"436.64"|"441.44"|"4.8"|"but this mum will dedicate most of her"
"68"|"1"|"00:07:18.800"|"00:07:24.160"|"438.8"|"444.16"|"5.36"|"year to looking after the four babies who survive"
"69"|"1"|"00:07:25.040"|"00:07:29.680"|"445.04"|"449.68"|"4.64"|"she overcame extraordinary odds to reach"
"70"|"1"|"00:07:27.920"|"00:07:32.480"|"447.92"|"452.48"|"4.56"|"adulthood"
"71"|"1"|"00:07:29.680"|"00:07:35.199"|"449.68"|"455.2"|"5.52"|"now it's her turn to raise the next generation"
"72"|"1"|"00:07:39.839"|"00:07:44.959"|"459.84"|"464.96"|"5.12"|"marsupials like the devils live here"
"73"|"1"|"00:07:42.319"|"00:07:48.240"|"462.32"|"468.24"|"5.92"|"because tasmania was once connected to mainland australia"
"74"|"1"|"00:07:49.120"|"00:07:55.279"|"469.12"|"475.28"|"6.16"|"the island and its inhabitants became"
"75"|"1"|"00:07:51.759"|"00:07:59.839"|"471.76"|"479.84"|"8.08"|"isolated some 12 000 years ago when sea levels rose following the last ice age"
"76"|"1"|"00:08:01.360"|"00:08:06.860"|"481.36"|"486.86"|"5.5"|"but tasmania is a window on a far more"
"77"|"1"|"00:08:04.160"|"00:08:08.879"|"484.16"|"488.88"|"4.72"|"ancient past"
"78"|"1"|"00:08:08.879"|"00:08:14.240"|"488.88"|"494.24"|"5.36"|"some of these forests have barely"
"79"|"1"|"00:08:10.959"|"00:08:16.079"|"490.96"|"496.08"|"5.12"|"changed since dinosaurs walked the earth"
"80"|"1"|"00:08:14.240"|"00:08:20.879"|"494.24"|"500.88"|"6.64"|"when the southern continents were a single landmass called gondwana"
"81"|"1"|"00:08:21.680"|"00:08:26.160"|"501.68"|"506.16"|"4.48"|"there is still a creature here whose"
"82"|"1"|"00:08:24.079"|"00:08:29.160"|"504.08"|"509.16"|"5.08"|"ancestors roamed that ancient supercontinent"
"83"|"1"|"00:08:41.120"|"00:08:45.600"|"521.12"|"525.6"|"4.48"|"it lives in tasmania's rivers"
"84"|"1"|"00:08:43.440"|"00:08:48.320"|"523.44"|"528.32"|"4.88"|"and is one of the island's longest live survivors"
"85"|"1"|"00:08:49.759"|"00:08:54.919"|"529.76"|"534.92"|"5.16"|"the tasmanian giant lobster"
"86"|"1"|"00:08:58.799"|"00:09:02.559"|"538.8"|"542.56"|"3.76"|"weighing up to five kilos and a meter"
"87"|"1"|"00:09:01.039"|"00:09:04.000"|"541.04"|"544.0"|"2.96"|"long"
"88"|"1"|"00:09:02.559"|"00:09:06.399"|"542.56"|"546.4"|"3.84"|"they're the biggest fresh water"
"89"|"1"|"00:09:04.000"|"00:09:11.440"|"544.0"|"551.44"|"7.44"|"invertebrates on our planet taking some 40 years to reach full size"
"90"|"1"|"00:09:12.399"|"00:09:17.519"|"552.4"|"557.52"|"5.12"|"tasmania's isolation together with the"
"91"|"1"|"00:09:14.960"|"00:09:22.039"|"554.96"|"562.04"|"7.08"|"lack of sizable predators may be one reason why they grow so massive"
"92"|"1"|"00:09:23.200"|"00:09:26.600"|"563.2"|"566.6"|"3.4"|"but they're not entirely free from"
"93"|"1"|"00:09:25.120"|"00:09:31.519"|"565.12"|"571.52"|"6.4"|"threat"
"94"|"1"|"00:09:31.519"|"00:09:36.440"|"571.52"|"576.44"|"4.92"|"tasmanian platypuses are enormous"
"95"|"1"|"00:09:37.279"|"00:09:42.559"|"577.28"|"582.56"|"5.28"|"as much as three times heavier than their mainland counterparts"
"96"|"1"|"00:09:44.799"|"00:09:49.639"|"584.8"|"589.64"|"4.84"|"it's an adaptation to the cooler"
"97"|"1"|"00:09:47.039"|"00:09:55.009"|"587.04"|"595.01"|"7.97"|"southern climate"
"98"|"1"|"00:09:55.919"|"00:10:00.960"|"595.92"|"600.96"|"5.04"|"this male is after tiny invertebrates"
"99"|"1"|"00:09:58.559"|"00:10:02.570"|"598.56"|"602.57"|"4.01"|"found on the riverbed including young"
"100"|"1"|"00:10:00.960"|"00:10:03.879"|"600.96"|"603.88"|"2.92"|"lobsters"
"101"|"1"|"00:10:07.039"|"00:10:12.320"|"607.04"|"612.32"|"5.28"|"and to stay warm in winter he must find a lot"
"102"|"1"|"00:10:14.639"|"00:10:20.960"|"614.64"|"620.96"|"6.32"|"he needs to keep moving"
"103"|"1"|"00:10:18.480"|"00:10:24.399"|"618.48"|"624.4"|"5.92"|"with no large predators to worry them"
"104"|"1"|"00:10:20.960"|"00:10:26.720"|"620.96"|"626.72"|"5.76"|"platypuses here get about in an unusual way"
"105"|"1"|"00:10:28.080"|"00:10:35.200"|"628.08"|"635.2"|"7.12"|"only in tasmania does the platypus walk between rivers in broad daylight"
"106"|"1"|"00:10:45.600"|"00:10:51.360"|"645.6"|"651.36"|"5.76"|"out of water it's easy to see why the"
"107"|"1"|"00:10:48.159"|"00:10:54.419"|"648.16"|"654.42"|"6.26"|"platypus was once dismissed as a fraud"
"108"|"1"|"00:10:51.360"|"00:10:57.610"|"651.36"|"657.61"|"6.25"|"the work of a hoaxer"
"109"|"1"|"00:11:03.200"|"00:11:08.159"|"663.2"|"668.16"|"4.96"|"but down here he is in his element"
"110"|"1"|"00:11:09.039"|"00:11:15.799"|"669.04"|"675.8"|"6.76"|"his strange assemblage of body parts soon begins to make sense"
"111"|"1"|"00:11:16.320"|"00:11:19.919"|"676.32"|"679.92"|"3.6"|"webbed feet help him move"
"112"|"1"|"00:11:20.000"|"00:11:26.000"|"680.0"|"686.0"|"6.0"|"while his otter-like fur keeps him warm"
"113"|"1"|"00:11:26.000"|"00:11:31.120"|"686.0"|"691.12"|"5.12"|"his beaver-like tail stores fat"
"114"|"1"|"00:11:31.279"|"00:11:36.720"|"691.28"|"696.72"|"5.44"|"but the platypus is best known for its duck-like bill"
"115"|"1"|"00:11:37.120"|"00:11:42.039"|"697.12"|"702.04"|"4.92"|"which it uses to find food"
"116"|"1"|"00:11:43.360"|"00:11:47.759"|"703.36"|"707.76"|"4.4"|"underwater he's completely blind"
"117"|"1"|"00:11:50.799"|"00:11:55.720"|"710.8"|"715.72"|"4.92"|"not ideal for avoiding rocks"
"118"|"1"|"00:11:57.039"|"00:12:02.799"|"717.04"|"722.8"|"5.76"|"but some 40 000 receptors in the bill"
"119"|"1"|"00:11:59.919"|"00:12:06.899"|"719.92"|"726.9"|"6.98"|"detect electrical signals given off by"
"120"|"1"|"00:12:02.799"|"00:12:10.639"|"722.8"|"730.64"|"7.84"|"the muscles of prey animals"
"121"|"1"|"00:12:10.639"|"00:12:15.840"|"730.64"|"735.84"|"5.2"|"with the need to eat a lot just to keep"
"122"|"1"|"00:12:12.879"|"00:12:20.200"|"732.88"|"740.2"|"7.32"|"warm a platypus can stay on the hunt for some 12 hours a day"
"123"|"1"|"00:12:26.799"|"00:12:32.399"|"746.8"|"752.4"|"5.6"|"though also found on the mainland"
"124"|"1"|"00:12:29.279"|"00:12:34.990"|"749.28"|"754.99"|"5.71"|"tasmania's platypuses are by far the"
"125"|"1"|"00:12:32.399"|"00:12:38.200"|"752.4"|"758.2"|"5.8"|"biggest and boldest"
"126"|"1"|"00:12:40.320"|"00:12:47.759"|"760.32"|"767.76"|"7.44"|"they like others are adapted to the island's isolation and cooler climate"
"127"|"1"|"00:12:51.759"|"00:12:57.279"|"771.76"|"777.28"|"5.52"|"lying 150 miles south of australia"
"128"|"1"|"00:12:57.519"|"00:13:04.269"|"777.52"|"784.27"|"6.75"|"tasmania is surrounded by a vast expanse"
"129"|"1"|"00:13:00.639"|"00:13:07.590"|"780.64"|"787.59"|"6.95"|"of open ocean"
"130"|"1"|"00:13:21.519"|"00:13:26.480"|"801.52"|"806.48"|"4.96"|"to the west the next landfall is south"
"131"|"1"|"00:13:24.720"|"00:13:28.429"|"804.72"|"808.43"|"3.71"|"america"
"132"|"1"|"00:13:26.480"|"00:13:33.360"|"806.48"|"813.36"|"6.88"|"thousands of miles away"
"133"|"1"|"00:13:33.360"|"00:13:38.059"|"813.36"|"818.06"|"4.7"|"to the south"
"134"|"1"|"00:13:34.480"|"00:13:41.230"|"814.48"|"821.23"|"6.75"|"lies the great antarctic continent"
"135"|"1"|"00:13:41.519"|"00:13:47.899"|"821.52"|"827.9"|"6.38"|"and as winter comes to an end"
"136"|"1"|"00:13:44.159"|"00:13:52.649"|"824.16"|"832.65"|"8.49"|"new arrivals come ashore to breed"
"137"|"1"|"00:13:53.120"|"00:13:58.159"|"833.12"|"838.16"|"5.04"|"penguins"
"138"|"1"|"00:13:55.840"|"00:14:01.679"|"835.84"|"841.68"|"5.84"|"hidden among the rocks this female has"
"139"|"1"|"00:13:58.159"|"00:14:05.200"|"838.16"|"845.2"|"7.04"|"two newly hatched chicks but nothing to feed them"
"140"|"1"|"00:14:06.320"|"00:14:13.600"|"846.32"|"853.6"|"7.28"|"her partner left some 14 hours ago and is yet to return"
"141"|"1"|"00:14:14.879"|"00:14:19.600"|"854.88"|"859.6"|"4.72"|"he's out fishing"
"142"|"1"|"00:14:17.039"|"00:14:21.679"|"857.04"|"861.68"|"4.64"|"but quite unlike any other penguin he"
"143"|"1"|"00:14:19.600"|"00:14:24.080"|"859.6"|"864.08"|"4.48"|"must wait for nightfall to leave the water"
"144"|"1"|"00:14:28.000"|"00:14:32.320"|"868.0"|"872.32"|"4.32"|"gulls and birds of prey patrol the coast"
"145"|"1"|"00:14:30.720"|"00:14:37.200"|"870.72"|"877.2"|"6.48"|"by day it's only safe to return after sunset"
"146"|"1"|"00:14:40.879"|"00:14:46.159"|"880.88"|"886.16"|"5.28"|"that is because these are little penguins"
"147"|"1"|"00:14:48.879"|"00:14:55.039"|"888.88"|"895.04"|"6.16"|"at only 30 centimetres tall they're the smallest penguins in the world"
"148"|"1"|"00:14:57.600"|"00:15:02.240"|"897.6"|"902.24"|"4.64"|"and with nests several hundred meters in"
"149"|"1"|"00:15:00.159"|"00:15:05.200"|"900.16"|"905.2"|"5.04"|"land"
"150"|"1"|"00:15:02.240"|"00:15:07.429"|"902.24"|"907.43"|"5.19"|"the only safe way to get there"
"151"|"1"|"00:15:05.200"|"00:15:14.320"|"905.2"|"914.32"|"9.12"|"is to make a dash in the darkness"
"152"|"1"|"00:15:14.320"|"00:15:31.409"|"914.32"|"931.41"|"17.09"|"their safety in numbers"
"153"|"1"|"00:15:38.240"|"00:15:43.600"|"938.24"|"943.6"|"5.36"|"with hundreds of nests in the colony the"
"154"|"1"|"00:15:41.039"|"00:15:46.720"|"941.04"|"946.72"|"5.68"|"night soon fills with the calls of returning adults"
"155"|"1"|"00:15:48.159"|"00:15:53.539"|"948.16"|"953.54"|"5.38"|"the sound of early spring on tasmania's"
"156"|"1"|"00:15:51.200"|"00:15:58.710"|"951.2"|"958.71"|"7.51"|"coast"
"157"|"1"|"00:16:02.720"|"00:16:05.720"|"962.72"|"965.72"|"3.0"|"me"
"158"|"1"|"00:16:17.600"|"00:16:23.840"|"977.6"|"983.84"|"6.24"|"this will be a welcome meal for the newly hatched chicks"
"159"|"1"|"00:16:27.519"|"00:16:33.120"|"987.52"|"993.12"|"5.6"|"the little penguin's presence is a"
"160"|"1"|"00:16:29.600"|"00:16:36.399"|"989.6"|"996.4"|"6.8"|"reminder of antarctica's proximity"
"161"|"1"|"00:16:36.399"|"00:16:40.720"|"996.4"|"1000.72"|"4.32"|"but while early spring brings them"
"162"|"1"|"00:16:38.320"|"00:16:43.600"|"998.32"|"1003.6"|"5.28"|"ashore to breed"
"163"|"1"|"00:16:40.720"|"00:16:45.919"|"1000.72"|"1005.92"|"5.2"|"it also brings wild and unpredictable weather"
"164"|"1"|"00:16:47.440"|"00:16:51.980"|"1007.44"|"1011.98"|"4.54"|"prevailing winds carry most of the bad"
"165"|"1"|"00:16:49.519"|"00:16:58.129"|"1009.52"|"1018.13"|"8.61"|"weather from the west"
"166"|"1"|"00:17:14.480"|"00:17:20.319"|"1034.48"|"1040.32"|"5.84"|"and tasmania's mountains cause much of"
"167"|"1"|"00:17:17.519"|"00:17:23.039"|"1037.52"|"1043.04"|"5.52"|"the rain to fall on the western half of the island"
"168"|"1"|"00:17:24.480"|"00:17:30.640"|"1044.48"|"1050.64"|"6.16"|"the result divides tasmania in two"
"169"|"1"|"00:17:27.920"|"00:17:32.539"|"1047.92"|"1052.54"|"4.62"|"with a wet western side and a dry"
"170"|"1"|"00:17:30.640"|"00:17:35.640"|"1050.64"|"1055.64"|"5.0"|"eastern side"
"171"|"1"|"00:17:42.240"|"00:17:48.559"|"1062.24"|"1068.56"|"6.32"|"some western areas are among the wettest in all of australia"
"172"|"1"|"00:17:49.680"|"00:17:54.079"|"1069.68"|"1074.08"|"4.4"|"it rains here nearly every day"
"173"|"1"|"00:17:57.680"|"00:18:03.559"|"1077.68"|"1083.56"|"5.88"|"and all the water supports a surprising spectacle"
"174"|"1"|"00:18:14.799"|"00:18:22.240"|"1094.8"|"1102.24"|"7.44"|"caught in a bizarre trap these insects are doomed"
"175"|"1"|"00:18:27.680"|"00:18:32.690"|"1107.68"|"1112.69"|"5.01"|"how they got stuck only becomes apparent"
"176"|"1"|"00:18:30.720"|"00:18:37.690"|"1110.72"|"1117.69"|"6.97"|"as night falls"
"177"|"1"|"00:18:42.160"|"00:18:48.720"|"1122.16"|"1128.72"|"6.56"|"these strange lights belong to the larvae of a type of gnat"
"178"|"1"|"00:18:50.720"|"00:18:55.920"|"1130.72"|"1135.92"|"5.2"|"the light is formed by a chemical"
"179"|"1"|"00:18:52.799"|"00:19:00.160"|"1132.8"|"1140.16"|"7.36"|"reaction in the larva's abdomen and can be turned on and off at will"
"180"|"1"|"00:19:01.359"|"00:19:07.519"|"1141.36"|"1147.52"|"6.16"|"sticky threads hang from its silk and mucus-laden nest"
"181"|"1"|"00:19:08.240"|"00:19:13.109"|"1148.24"|"1153.11"|"4.87"|"insects drawn to the light are ensnared"
"182"|"1"|"00:19:11.359"|"00:19:17.480"|"1151.36"|"1157.48"|"6.12"|"then devoured"
"183"|"1"|"00:19:21.759"|"00:19:26.400"|"1161.76"|"1166.4"|"4.64"|"each glowworms thread is made up almost"
"184"|"1"|"00:19:24.480"|"00:19:29.200"|"1164.48"|"1169.2"|"4.72"|"entirely of water"
"185"|"1"|"00:19:26.400"|"00:19:34.200"|"1166.4"|"1174.2"|"7.8"|"so the high rainfall in tasmania's wet west provides ideal conditions"
"186"|"1"|"00:19:42.480"|"00:19:46.720"|"1182.48"|"1186.72"|"4.24"|"and the rain that supports these tiny"
"187"|"1"|"00:19:45.279"|"00:19:49.279"|"1185.28"|"1189.28"|"4.0"|"glowworms"
"188"|"1"|"00:19:46.720"|"00:19:53.640"|"1186.72"|"1193.64"|"6.92"|"also sustains one of the largest organisms on the planet"
"189"|"1"|"00:19:55.680"|"00:19:58.720"|"1195.68"|"1198.72"|"3.04"|"mountain ash"
"190"|"1"|"00:19:59.839"|"00:20:03.839"|"1199.84"|"1203.84"|"4.0"|"they are a type of eucalyptus"
"191"|"1"|"00:20:03.920"|"00:20:10.000"|"1203.92"|"1210.0"|"6.08"|"fast growing trees that evolved on the"
"192"|"1"|"00:20:06.400"|"00:20:11.920"|"1206.4"|"1211.92"|"5.52"|"dry australian mainland"
"193"|"1"|"00:20:10.000"|"00:20:15.599"|"1210.0"|"1215.6"|"5.6"|"in tasmania they become giants"
"194"|"1"|"00:20:17.440"|"00:20:21.279"|"1217.44"|"1221.28"|"3.84"|"strangely for trees living in a wet"
"195"|"1"|"00:20:20.000"|"00:20:25.559"|"1220.0"|"1225.56"|"5.56"|"forest they need fire to reproduce"
"196"|"1"|"00:20:37.200"|"00:20:42.960"|"1237.2"|"1242.96"|"5.76"|"the mountain ash stores its seeds in small pods"
"197"|"1"|"00:20:44.160"|"00:20:49.000"|"1244.16"|"1249.0"|"4.84"|"which are released as the pods burn"
"198"|"1"|"00:20:52.640"|"00:20:58.880"|"1252.64"|"1258.88"|"6.24"|"beneath the ash the seeds live on"
"199"|"1"|"00:20:56.160"|"00:21:02.440"|"1256.16"|"1262.44"|"6.28"|"quickly germinating without competition from other plants"
"200"|"1"|"00:21:02.559"|"00:21:08.160"|"1262.56"|"1268.16"|"5.6"|"this makes sense in a dry habitat with regular fire"
"201"|"1"|"00:21:11.359"|"00:21:17.000"|"1271.36"|"1277.0"|"5.64"|"but not in tasmania's wet forests"
"202"|"1"|"00:21:23.519"|"00:21:30.200"|"1283.52"|"1290.2"|"6.68"|"young mountain ash can grow at a rate of several meters a year"
"203"|"1"|"00:21:41.279"|"00:21:46.539"|"1301.28"|"1306.54"|"5.26"|"all that holds them back is the next"
"204"|"1"|"00:21:44.000"|"00:21:50.880"|"1304.0"|"1310.88"|"6.88"|"fire or a lack of water"
"205"|"1"|"00:21:50.880"|"00:21:57.319"|"1310.88"|"1317.32"|"6.44"|"and that is the secret behind their staggering height"
"206"|"1"|"00:22:02.640"|"00:22:09.119"|"1322.64"|"1329.12"|"6.48"|"in tasmania's damp west fire is so"
"207"|"1"|"00:22:06.000"|"00:22:12.119"|"1326.0"|"1332.12"|"6.12"|"infrequent these trees keep growing for centuries"
"208"|"1"|"00:22:19.039"|"00:22:23.519"|"1339.04"|"1343.52"|"4.48"|"those standing in this valley all"
"209"|"1"|"00:22:21.440"|"00:22:28.880"|"1341.44"|"1348.88"|"7.44"|"germinated following the same devastating fire 400 years ago"
"210"|"1"|"00:22:29.759"|"00:22:35.960"|"1349.76"|"1355.96"|"6.2"|"today they reach almost 100 meters into the sky"
"211"|"1"|"00:22:49.359"|"00:22:55.359"|"1369.36"|"1375.36"|"6.0"|"they may have evolved on the dry"
"212"|"1"|"00:22:51.759"|"00:22:58.079"|"1371.76"|"1378.08"|"6.32"|"australian mainland but it's tasmania's"
"213"|"1"|"00:22:55.359"|"00:23:00.720"|"1375.36"|"1380.72"|"5.36"|"wet forests that have turned mountain"
"214"|"1"|"00:22:58.079"|"00:23:04.839"|"1378.08"|"1384.84"|"6.76"|"ash trees into the tallest flowering plants on earth"
"215"|"1"|"00:23:13.440"|"00:23:18.160"|"1393.44"|"1398.16"|"4.72"|"the moisture-laden air that blows in"
"216"|"1"|"00:23:15.839"|"00:23:20.720"|"1395.84"|"1400.72"|"4.88"|"from tasmania's west"
"217"|"1"|"00:23:18.160"|"00:23:23.720"|"1398.16"|"1403.72"|"5.56"|"brings several meters of rainfall each year"
"218"|"1"|"00:23:26.559"|"00:23:32.720"|"1406.56"|"1412.72"|"6.16"|"although it can rain most days"
"219"|"1"|"00:23:29.119"|"00:23:37.839"|"1409.12"|"1417.84"|"8.72"|"winter and spring are the wettest times and seasonal waterfalls burst into life"
"220"|"1"|"00:23:43.839"|"00:23:48.559"|"1423.84"|"1428.56"|"4.72"|"all who live here must adapt to the"
"221"|"1"|"00:23:46.160"|"00:23:51.559"|"1426.16"|"1431.56"|"5.4"|"regular downpours and cooler temperatures"
"222"|"1"|"00:23:52.880"|"00:23:59.710"|"1432.88"|"1439.71"|"6.83"|"and like so many of tasmania's species"
"223"|"1"|"00:23:55.759"|"00:24:04.410"|"1435.76"|"1444.41"|"8.65"|"their adaptations set them apart"
"224"|"1"|"00:24:11.279"|"00:24:19.400"|"1451.28"|"1459.4"|"8.12"|"it may not look like it but this is the closest living relative of the platypus"
"225"|"1"|"00:24:20.160"|"00:24:26.559"|"1460.16"|"1466.56"|"6.4"|"the echidna australia's most widespread native mammal"
"226"|"1"|"00:24:30.960"|"00:24:36.400"|"1470.96"|"1476.4"|"5.44"|"but while mainland echidnas are all"
"227"|"1"|"00:24:33.279"|"00:24:40.740"|"1473.28"|"1480.74"|"7.46"|"spines this tasmanian one is mostly"
