""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"22"|"1"|"00:03:36.800"|"00:03:44.479"|"216.8"|"224.48"|"7.68"|"many animals like this female wombat are australian species"
"23"|"1"|"00:03:51.199"|"00:03:58.560"|"231.2"|"238.56"|"7.36"|"mainland wombats are largely nocturnal but here she feeds at any time of the"
"24"|"1"|"00:04:05.360"|"00:04:10.919"|"245.36"|"250.92"|"5.56"|"she must take every opportunity to find food"
"25"|"1"|"00:04:15.360"|"00:04:20.800"|"255.36"|"260.8"|"5.44"|"winter is felt right across this island wilderness"
"26"|"1"|"00:04:24.720"|"00:04:36.329"|"264.72"|"276.33"|"11.61"|"even lower down in tasmania's forests temperatures can fall below freezing"
"27"|"1"|"00:04:42.879"|"00:04:49.680"|"282.88"|"289.68"|"6.8"|"the first europeans to explore these forests"
"28"|"1"|"00:05:03.839"|"00:05:10.600"|"303.84"|"310.6"|"6.76"|"and so tasmania's most famous animal got its name"
"29"|"1"|"00:05:13.439"|"00:05:17.639"|"313.44"|"317.64"|"4.2"|"the tasmanian devil"
"30"|"1"|"00:05:28.879"|"00:05:38.000"|"328.88"|"338.0"|"9.12"|"primarily scavengers they can smell a carcass from half a mile away"
"31"|"1"|"00:05:59.439"|"00:06:08.319"|"359.44"|"368.32"|"8.88"|"devils once lived throughout australia but vanished as the continent dried out and humans arrived"
"32"|"1"|"00:06:09.360"|"00:06:14.240"|"369.36"|"374.24"|"4.88"|"today this is their last stronghold"
"33"|"1"|"00:06:17.759"|"00:06:22.839"|"377.76"|"382.84"|"5.08"|"like most australian mammals their marsupials"
"34"|"1"|"00:06:23.279"|"00:06:30.639"|"383.28"|"390.64"|"7.36"|"while they may appear dog-like devils are more closely related to kangaroos"
"35"|"1"|"00:06:37.519"|"00:06:43.519"|"397.52"|"403.52"|"6.0"|"a few weeks ago this female gave birth to 40 young"
"36"|"1"|"00:06:43.519"|"00:06:51.040"|"403.52"|"411.04"|"7.52"|"each the size of a grain of rice"
"37"|"1"|"00:06:51.040"|"00:07:05.519"|"411.04"|"425.52"|"14.48"|"inside her pouch she has just four teats so only four young will survive"
"38"|"1"|"00:07:05.519"|"00:07:14.959"|"425.52"|"434.96"|"9.44"|"a devil's race for survival begins early"
"39"|"1"|"00:07:14.959"|"00:07:21.439"|"434.96"|"441.44"|"6.48"|"it's a tough start but this mum will dedicate most of her"
"40"|"1"|"00:07:25.040"|"00:07:32.480"|"445.04"|"452.48"|"7.44"|"she overcame extraordinary odds to reach adulthood"
"41"|"1"|"00:07:39.839"|"00:07:48.240"|"459.84"|"468.24"|"8.4"|"marsupials like the devils live here because tasmania was once connected to mainland australia"
"42"|"1"|"00:07:49.120"|"00:07:59.839"|"469.12"|"479.84"|"10.72"|"the island and its inhabitants became isolated some 12 000 years ago when sea levels rose following the last ice age"
"43"|"1"|"00:08:01.360"|"00:08:08.879"|"481.36"|"488.88"|"7.52"|"but tasmania is a window on a far more ancient past"
"44"|"1"|"00:08:08.879"|"00:08:16.079"|"488.88"|"496.08"|"7.2"|"some of these forests have barely changed since dinosaurs walked the earth"
"45"|"1"|"00:08:21.680"|"00:08:29.160"|"501.68"|"509.16"|"7.48"|"there is still a creature here whose ancestors roamed that ancient supercontinent"
"46"|"1"|"00:08:41.120"|"00:08:48.320"|"521.12"|"528.32"|"7.2"|"it lives in tasmania's rivers and is one of the island's longest live survivors"
"47"|"1"|"00:08:49.759"|"00:08:54.919"|"529.76"|"534.92"|"5.16"|"the tasmanian giant lobster"
"48"|"1"|"00:08:58.799"|"00:09:04.000"|"538.8"|"544.0"|"5.2"|"weighing up to five kilos and a meter long"
"49"|"1"|"00:09:12.399"|"00:09:22.039"|"552.4"|"562.04"|"9.64"|"tasmania's isolation together with the lack of sizable predators may be one reason why they grow so massive"
"50"|"1"|"00:09:23.200"|"00:09:31.519"|"563.2"|"571.52"|"8.32"|"but they're not entirely free from threat"
"51"|"1"|"00:09:31.519"|"00:09:36.440"|"571.52"|"576.44"|"4.92"|"tasmanian platypuses are enormous"
"52"|"1"|"00:09:37.279"|"00:09:42.559"|"577.28"|"582.56"|"5.28"|"as much as three times heavier than their mainland counterparts"
"53"|"1"|"00:09:44.799"|"00:09:55.009"|"584.8"|"595.01"|"10.21"|"it's an adaptation to the cooler southern climate"
"54"|"1"|"00:09:55.919"|"00:10:02.570"|"595.92"|"602.57"|"6.65"|"this male is after tiny invertebrates found on the riverbed including young"
"55"|"1"|"00:10:07.039"|"00:10:12.320"|"607.04"|"612.32"|"5.28"|"and to stay warm in winter he must find a lot"
"56"|"1"|"00:10:14.639"|"00:10:24.399"|"614.64"|"624.4"|"9.76"|"he needs to keep moving with no large predators to worry them"
"57"|"1"|"00:10:28.080"|"00:10:35.200"|"628.08"|"635.2"|"7.12"|"only in tasmania does the platypus walk between rivers in broad daylight"
"58"|"1"|"00:10:45.600"|"00:10:54.419"|"645.6"|"654.42"|"8.82"|"out of water it's easy to see why the platypus was once dismissed as a fraud"
"59"|"1"|"00:11:03.200"|"00:11:08.159"|"663.2"|"668.16"|"4.96"|"but down here he is in his element"
"60"|"1"|"00:11:09.039"|"00:11:15.799"|"669.04"|"675.8"|"6.76"|"his strange assemblage of body parts soon begins to make sense"
"61"|"1"|"00:11:16.320"|"00:11:19.919"|"676.32"|"679.92"|"3.6"|"webbed feet help him move"
"62"|"1"|"00:11:20.000"|"00:11:26.000"|"680.0"|"686.0"|"6.0"|"while his otter-like fur keeps him warm"
"63"|"1"|"00:11:26.000"|"00:11:31.120"|"686.0"|"691.12"|"5.12"|"his beaver-like tail stores fat"
"64"|"1"|"00:11:31.279"|"00:11:36.720"|"691.28"|"696.72"|"5.44"|"but the platypus is best known for its duck-like bill"
"65"|"1"|"00:11:37.120"|"00:11:42.039"|"697.12"|"702.04"|"4.92"|"which it uses to find food"
"66"|"1"|"00:11:43.360"|"00:11:47.759"|"703.36"|"707.76"|"4.4"|"underwater he's completely blind"
"67"|"1"|"00:11:50.799"|"00:11:55.720"|"710.8"|"715.72"|"4.92"|"not ideal for avoiding rocks"
"68"|"1"|"00:11:57.039"|"00:12:06.899"|"717.04"|"726.9"|"9.86"|"but some 40 000 receptors in the bill detect electrical signals given off by"
"69"|"1"|"00:12:10.639"|"00:12:20.200"|"730.64"|"740.2"|"9.56"|"with the need to eat a lot just to keep warm a platypus can stay on the hunt for some 12 hours a day"
"70"|"1"|"00:12:26.799"|"00:12:34.990"|"746.8"|"754.99"|"8.19"|"though also found on the mainland tasmania's platypuses are by far the"
"71"|"1"|"00:12:40.320"|"00:12:47.759"|"760.32"|"767.76"|"7.44"|"they like others are adapted to the island's isolation and cooler climate"
"72"|"1"|"00:12:51.759"|"00:12:57.279"|"771.76"|"777.28"|"5.52"|"lying 150 miles south of australia"
"73"|"1"|"00:12:57.519"|"00:13:07.590"|"777.52"|"787.59"|"10.07"|"tasmania is surrounded by a vast expanse of open ocean"
"74"|"1"|"00:13:21.519"|"00:13:28.429"|"801.52"|"808.43"|"6.91"|"to the west the next landfall is south america"
"75"|"1"|"00:13:33.360"|"00:13:41.230"|"813.36"|"821.23"|"7.87"|"to the south lies the great antarctic continent"
"76"|"1"|"00:13:41.519"|"00:13:52.649"|"821.52"|"832.65"|"11.13"|"and as winter comes to an end new arrivals come ashore to breed"
"77"|"1"|"00:13:53.120"|"00:14:01.679"|"833.12"|"841.68"|"8.56"|"penguins hidden among the rocks this female has"
"78"|"1"|"00:14:06.320"|"00:14:13.600"|"846.32"|"853.6"|"7.28"|"her partner left some 14 hours ago and is yet to return"
"79"|"1"|"00:14:14.879"|"00:14:21.679"|"854.88"|"861.68"|"6.8"|"he's out fishing but quite unlike any other penguin he"
"80"|"1"|"00:14:28.000"|"00:14:37.200"|"868.0"|"877.2"|"9.2"|"gulls and birds of prey patrol the coast by day it's only safe to return after sunset"
"81"|"1"|"00:14:40.879"|"00:14:46.159"|"880.88"|"886.16"|"5.28"|"that is because these are little penguins"
"82"|"1"|"00:14:48.879"|"00:14:55.039"|"888.88"|"895.04"|"6.16"|"at only 30 centimetres tall they're the smallest penguins in the world"
"83"|"1"|"00:14:57.600"|"00:15:05.200"|"897.6"|"905.2"|"7.6"|"and with nests several hundred meters in land"
"84"|"1"|"00:15:14.320"|"00:15:31.409"|"914.32"|"931.41"|"17.09"|"their safety in numbers"
"85"|"1"|"00:15:38.240"|"00:15:46.720"|"938.24"|"946.72"|"8.48"|"with hundreds of nests in the colony the night soon fills with the calls of returning adults"
"86"|"1"|"00:15:48.159"|"00:15:58.710"|"948.16"|"958.71"|"10.55"|"the sound of early spring on tasmania's coast"
"87"|"1"|"00:16:02.720"|"00:16:05.720"|"962.72"|"965.72"|"3.0"|"me"
"88"|"1"|"00:16:17.600"|"00:16:23.840"|"977.6"|"983.84"|"6.24"|"this will be a welcome meal for the newly hatched chicks"
"89"|"1"|"00:16:27.519"|"00:16:36.399"|"987.52"|"996.4"|"8.88"|"the little penguin's presence is a reminder of antarctica's proximity"
"90"|"1"|"00:16:36.399"|"00:16:43.600"|"996.4"|"1003.6"|"7.2"|"but while early spring brings them ashore to breed"
"91"|"1"|"00:16:47.440"|"00:16:58.129"|"1007.44"|"1018.13"|"10.69"|"prevailing winds carry most of the bad weather from the west"
"92"|"1"|"00:17:14.480"|"00:17:23.039"|"1034.48"|"1043.04"|"8.56"|"and tasmania's mountains cause much of the rain to fall on the western half of the island"
"93"|"1"|"00:17:24.480"|"00:17:32.539"|"1044.48"|"1052.54"|"8.06"|"the result divides tasmania in two with a wet western side and a dry"
"94"|"1"|"00:17:42.240"|"00:17:48.559"|"1062.24"|"1068.56"|"6.32"|"some western areas are among the wettest in all of australia"
"95"|"1"|"00:17:49.680"|"00:17:54.079"|"1069.68"|"1074.08"|"4.4"|"it rains here nearly every day"
"96"|"1"|"00:17:57.680"|"00:18:03.559"|"1077.68"|"1083.56"|"5.88"|"and all the water supports a surprising spectacle"
"97"|"1"|"00:18:14.799"|"00:18:22.240"|"1094.8"|"1102.24"|"7.44"|"caught in a bizarre trap these insects are doomed"
"98"|"1"|"00:18:27.680"|"00:18:37.690"|"1107.68"|"1117.69"|"10.01"|"how they got stuck only becomes apparent as night falls"
"99"|"1"|"00:18:42.160"|"00:18:48.720"|"1122.16"|"1128.72"|"6.56"|"these strange lights belong to the larvae of a type of gnat"
"100"|"1"|"00:18:50.720"|"00:19:00.160"|"1130.72"|"1140.16"|"9.44"|"the light is formed by a chemical reaction in the larva's abdomen and can be turned on and off at will"
"101"|"1"|"00:19:01.359"|"00:19:07.519"|"1141.36"|"1147.52"|"6.16"|"sticky threads hang from its silk and mucus-laden nest"
"102"|"1"|"00:19:08.240"|"00:19:17.480"|"1148.24"|"1157.48"|"9.24"|"insects drawn to the light are ensnared then devoured"
"103"|"1"|"00:19:21.759"|"00:19:29.200"|"1161.76"|"1169.2"|"7.44"|"each glowworms thread is made up almost entirely of water"
"104"|"1"|"00:19:42.480"|"00:19:49.279"|"1182.48"|"1189.28"|"6.8"|"and the rain that supports these tiny glowworms"
"105"|"1"|"00:19:55.680"|"00:19:58.720"|"1195.68"|"1198.72"|"3.04"|"mountain ash"
"106"|"1"|"00:19:59.839"|"00:20:03.839"|"1199.84"|"1203.84"|"4.0"|"they are a type of eucalyptus"
"107"|"1"|"00:20:03.920"|"00:20:11.920"|"1203.92"|"1211.92"|"8.0"|"fast growing trees that evolved on the dry australian mainland"
"108"|"1"|"00:20:17.440"|"00:20:25.559"|"1217.44"|"1225.56"|"8.12"|"strangely for trees living in a wet forest they need fire to reproduce"
"109"|"1"|"00:20:37.200"|"00:20:42.960"|"1237.2"|"1242.96"|"5.76"|"the mountain ash stores its seeds in small pods"
"110"|"1"|"00:20:44.160"|"00:20:49.000"|"1244.16"|"1249.0"|"4.84"|"which are released as the pods burn"
"111"|"1"|"00:20:52.640"|"00:21:02.440"|"1252.64"|"1262.44"|"9.8"|"beneath the ash the seeds live on quickly germinating without competition from other plants"
"112"|"1"|"00:21:02.559"|"00:21:08.160"|"1262.56"|"1268.16"|"5.6"|"this makes sense in a dry habitat with regular fire"
"113"|"1"|"00:21:11.359"|"00:21:17.000"|"1271.36"|"1277.0"|"5.64"|"but not in tasmania's wet forests"
"114"|"1"|"00:21:23.519"|"00:21:30.200"|"1283.52"|"1290.2"|"6.68"|"young mountain ash can grow at a rate of several meters a year"
"115"|"1"|"00:21:41.279"|"00:21:50.880"|"1301.28"|"1310.88"|"9.6"|"all that holds them back is the next fire or a lack of water"
"116"|"1"|"00:21:50.880"|"00:21:57.319"|"1310.88"|"1317.32"|"6.44"|"and that is the secret behind their staggering height"
"117"|"1"|"00:22:02.640"|"00:22:12.119"|"1322.64"|"1332.12"|"9.48"|"in tasmania's damp west fire is so infrequent these trees keep growing for centuries"
"118"|"1"|"00:22:19.039"|"00:22:28.880"|"1339.04"|"1348.88"|"9.84"|"those standing in this valley all germinated following the same devastating fire 400 years ago"
"119"|"1"|"00:22:29.759"|"00:22:35.960"|"1349.76"|"1355.96"|"6.2"|"today they reach almost 100 meters into the sky"
"120"|"1"|"00:22:49.359"|"00:22:58.079"|"1369.36"|"1378.08"|"8.72"|"they may have evolved on the dry australian mainland but it's tasmania's"
"121"|"1"|"00:23:13.440"|"00:23:20.720"|"1393.44"|"1400.72"|"7.28"|"the moisture-laden air that blows in from tasmania's west"
"122"|"1"|"00:23:26.559"|"00:23:37.839"|"1406.56"|"1417.84"|"11.28"|"although it can rain most days winter and spring are the wettest times and seasonal waterfalls burst into life"
"123"|"1"|"00:23:43.839"|"00:23:51.559"|"1423.84"|"1431.56"|"7.72"|"all who live here must adapt to the regular downpours and cooler temperatures"
"124"|"1"|"00:23:52.880"|"00:24:04.410"|"1432.88"|"1444.41"|"11.53"|"and like so many of tasmania's species their adaptations set them apart"
"125"|"1"|"00:24:11.279"|"00:24:19.400"|"1451.28"|"1459.4"|"8.12"|"it may not look like it but this is the closest living relative of the platypus"
"126"|"1"|"00:24:20.160"|"00:24:26.559"|"1460.16"|"1466.56"|"6.4"|"the echidna australia's most widespread native mammal"
"127"|"1"|"00:24:30.960"|"00:24:40.740"|"1470.96"|"1480.74"|"9.78"|"but while mainland echidnas are all spines this tasmanian one is mostly"
"128"|"1"|"00:24:46.079"|"00:24:54.000"|"1486.08"|"1494.0"|"7.92"|"milder spring months mean an abundance of his favorite food ants"
"129"|"1"|"00:24:56.960"|"00:25:03.869"|"1496.96"|"1503.87"|"6.91"|"but when you're this hairy your food gets stuck everywhere which is a pain"
"130"|"1"|"00:25:11.519"|"00:25:17.940"|"1511.52"|"1517.94"|"6.42"|"time to move on"
"131"|"1"|"00:25:22.480"|"00:25:32.759"|"1522.48"|"1532.76"|"10.28"|"as spring turns to summer tasmania's inhabitants get some relief from the wild and cool weather"
"132"|"1"|"00:25:44.319"|"00:25:50.000"|"1544.32"|"1550.0"|"5.68"|"it's now that the young devils are ready to leave the den"
"133"|"1"|"00:25:51.680"|"00:25:59.359"|"1551.68"|"1559.36"|"7.68"|"they've been out of their mother's pouch for a while but have remained safely hidden away"
"134"|"1"|"00:26:01.839"|"00:26:07.640"|"1561.84"|"1567.64"|"5.8"|"fully weaned this is the start of their independence"
"135"|"1"|"00:26:17.440"|"00:26:25.640"|"1577.44"|"1585.64"|"8.2"|"this young female will have to learn to survive and find food all by herself"
"136"|"1"|"00:26:26.160"|"00:26:32.319"|"1586.16"|"1592.32"|"6.16"|"what's more she and her sibling are much smaller than an adult"
"137"|"1"|"00:26:33.440"|"00:26:36.720"|"1593.44"|"1596.72"|"3.28"|"they could easily be killed"
"138"|"1"|"00:26:37.839"|"00:26:45.920"|"1597.84"|"1605.92"|"8.08"|"this will be her way out of danger"
"139"|"1"|"00:26:45.920"|"00:26:53.319"|"1605.92"|"1613.32"|"7.4"|"heavier adults can't climb so there are some benefits to being small"
"140"|"1"|"00:27:02.799"|"00:27:11.000"|"1622.8"|"1631.0"|"8.2"|"over the next few months she'll also find much of the food she needs up here in the treetops"
"141"|"1"|"00:27:20.640"|"00:27:28.759"|"1640.64"|"1648.76"|"8.12"|"but grubs and birds eggs alone won't be enough to sustain her as she grows"
"142"|"1"|"00:27:35.519"|"00:27:42.319"|"1655.52"|"1662.32"|"6.8"|"if she's to make it to adulthood she needs to find more substantial meals"
"143"|"1"|"00:27:43.839"|"00:27:51.920"|"1663.84"|"1671.92"|"8.08"|"and that brings her into direct competition with dangerous and more powerful adult devils"
"144"|"1"|"00:27:56.880"|"00:28:03.720"|"1676.88"|"1683.72"|"6.84"|"the scent and sound of crunching bones draw her in"
"145"|"1"|"00:28:04.480"|"00:28:08.079"|"1684.48"|"1688.08"|"3.6"|"but she needs to be careful"
"146"|"1"|"00:28:15.039"|"00:28:21.920"|"1695.04"|"1701.92"|"6.88"|"less than half of all newly weaned youngsters make it to adulthood"
"147"|"1"|"00:28:23.839"|"00:28:32.480"|"1703.84"|"1712.48"|"8.64"|"if she is to survive she needs to earn her place"
"148"|"1"|"00:28:38.000"|"00:28:43.400"|"1718.0"|"1723.4"|"5.4"|"confronting a stranger at a carcass is a gamble"
"149"|"1"|"00:28:46.240"|"00:28:50.759"|"1726.24"|"1730.76"|"4.52"|"but one she needs to take"
"150"|"1"|"00:29:25.839"|"00:29:31.799"|"1765.84"|"1771.8"|"5.96"|"spurred on by hunger she seems to have the upper hand"
"151"|"1"|"00:30:00.799"|"00:30:06.000"|"1800.8"|"1806.0"|"5.2"|"it looks as though her gamble has paid off"
"152"|"1"|"00:30:18.960"|"00:30:27.009"|"1818.96"|"1827.01"|"8.05"|"the adult could kill her with a sink or bite"
"153"|"1"|"00:30:32.319"|"00:30:39.200"|"1832.32"|"1839.2"|"6.88"|"despite living most of their lives alone devils can and do share"
"154"|"1"|"00:30:39.680"|"00:30:46.240"|"1839.68"|"1846.24"|"6.56"|"they defend only the amount of meat they can eat rather than the whole carcass"
"155"|"1"|"00:30:47.039"|"00:30:55.359"|"1847.04"|"1855.36"|"8.32"|"the pecking order has less to do with size and strength and more to do with whoever wants it most"
"156"|"1"|"00:30:55.920"|"00:31:02.839"|"1855.92"|"1862.84"|"6.92"|"as this youngster is learning it's all about who can shout the loudest"
"157"|"1"|"00:31:04.240"|"00:31:11.799"|"1864.24"|"1871.8"|"7.56"|"may have a fearsome reputation but the reality is quite different"
"158"|"1"|"00:31:21.200"|"00:31:26.880"|"1881.2"|"1886.88"|"5.68"|"summer brings warmer temperatures across tasmania"
"159"|"1"|"00:31:30.160"|"00:31:34.720"|"1890.16"|"1894.72"|"4.56"|"while in the west it still rains frequently"
"160"|"1"|"00:31:36.559"|"00:31:43.160"|"1896.56"|"1903.16"|"6.6"|"summer is most apparent in the dry eastern half of the island"
"161"|"1"|"00:31:46.880"|"00:31:57.549"|"1906.88"|"1917.55"|"10.67"|"the driest areas of tasmania receive 80 less rainfall than the wettest"
"162"|"1"|"00:31:59.359"|"00:32:06.160"|"1919.36"|"1926.16"|"6.8"|"here the landscape is more reminiscent of parts of the australian mainland"
"163"|"1"|"00:32:12.400"|"00:32:21.450"|"1932.4"|"1941.45"|"9.05"|"four marsupials that graze the open grasslands there's a bounty of fresh"
"164"|"1"|"00:32:26.480"|"00:32:33.599"|"1946.48"|"1953.6"|"7.12"|"and although life here may appear more typically australian"
"165"|"1"|"00:32:43.119"|"00:32:51.279"|"1963.12"|"1971.28"|"8.16"|"it's given this group of wallabies something of a tasmanian twist"
"166"|"1"|"00:32:51.279"|"00:32:55.079"|"1971.28"|"1975.08"|"3.8"|"they've turned white"
"167"|"1"|"00:33:05.200"|"00:33:13.200"|"1985.2"|"1993.2"|"8.0"|"about 100 of them live within this population"
"168"|"1"|"00:33:14.799"|"00:33:21.440"|"1994.8"|"2001.44"|"6.64"|"they're so poorly camouflaged that anywhere else they'd be easily killed"
"169"|"1"|"00:33:21.519"|"00:33:30.960"|"2001.52"|"2010.96"|"9.44"|"on tasmania however there aren't any predators big enough to kill a wallaby so many live full adult lives"
"170"|"1"|"00:33:34.640"|"00:33:40.240"|"2014.64"|"2020.24"|"5.6"|"and without the normal controls their numbers are growing"
"171"|"1"|"00:33:49.279"|"00:33:57.440"|"2029.28"|"2037.44"|"8.16"|"but although this may appear a predator-free paradise there are killers here"
"172"|"1"|"00:33:58.400"|"00:34:05.640"|"2038.4"|"2045.64"|"7.24"|"one of tasmania's deadliest animals lives in these dry forests"
"173"|"1"|"00:34:10.320"|"00:34:20.219"|"2050.32"|"2060.22"|"9.9"|"it's a species of ant known as the jack jumper"
"174"|"1"|"00:34:35.199"|"00:34:41.440"|"2075.2"|"2081.44"|"6.24"|"jack jump has evolved on the ancient gondwana supercontinent"
"175"|"1"|"00:34:43.280"|"00:34:46.559"|"2083.28"|"2086.56"|"3.28"|"workers hunt alone"
"176"|"1"|"00:34:47.119"|"00:34:52.800"|"2087.12"|"2092.8"|"5.68"|"a very primitive behavior among ants which are mainly social"
"177"|"1"|"00:34:53.760"|"00:35:01.239"|"2093.76"|"2101.24"|"7.48"|"and instead of using scent to hunt they rely on acute vision"
"178"|"1"|"00:35:03.519"|"00:35:11.280"|"2103.52"|"2111.28"|"7.76"|"they sting their victims to death with a venom that can kill humans"
"179"|"1"|"00:35:33.519"|"00:35:40.800"|"2133.52"|"2140.8"|"7.28"|"jack jumper ants are particularly abundant in this dry half of tasmania"
"180"|"1"|"00:35:42.800"|"00:35:49.119"|"2142.8"|"2149.12"|"6.32"|"their nests are small mounds within which their larvae are raised"
"181"|"1"|"00:35:51.920"|"00:36:00.559"|"2151.92"|"2160.56"|"8.64"|"workers cover the nest with dark materials to help absorb warmth in the cooler southern climate"
"182"|"1"|"00:36:04.480"|"00:36:09.119"|"2164.48"|"2169.12"|"4.64"|"in mid-summer however temperatures soar"
"183"|"1"|"00:36:10.719"|"00:36:15.039"|"2170.72"|"2175.04"|"4.32"|"and the nest risks overheating"
"184"|"1"|"00:36:23.119"|"00:36:30.639"|"2183.12"|"2190.64"|"7.52"|"but jack jumpers have a surprising way of coping with the intense sunlight"
"185"|"1"|"00:36:37.519"|"00:36:43.199"|"2197.52"|"2203.2"|"5.68"|"on hotter days they switch building materials"
"186"|"1"|"00:36:44.719"|"00:36:50.760"|"2204.72"|"2210.76"|"6.04"|"now the workers cover the nest in white stones"
"187"|"1"|"00:36:56.480"|"00:37:03.360"|"2216.48"|"2223.36"|"6.88"|"these reflect the sun's energy keeping the young cool inside"
"188"|"1"|"00:37:06.639"|"00:37:12.559"|"2226.64"|"2232.56"|"5.92"|"it's an inventive solution to tasmania's changing seasons"
"189"|"1"|"00:37:19.199"|"00:37:26.599"|"2239.2"|"2246.6"|"7.4"|"the dry eastern forests can be a challenging place in the heat of mid-summer"
"190"|"1"|"00:37:36.960"|"00:37:46.400"|"2256.96"|"2266.4"|"9.44"|"but one of tasmania's few marsupial predators avoids the worst of this heat by hunting at night"
"191"|"1"|"00:37:47.760"|"00:37:56.730"|"2267.76"|"2276.73"|"8.97"|"it's the eastern coal a close relative of the tasmanian devil"
"192"|"1"|"00:37:58.480"|"00:38:05.920"|"2278.48"|"2285.92"|"7.44"|"they're very rare but summer sees an increase in numbers as juveniles leave the damn"
"193"|"1"|"00:38:11.119"|"00:38:15.199"|"2291.12"|"2295.2"|"4.08"|"poles are solitary hunters"
"194"|"1"|"00:38:16.400"|"00:38:21.920"|"2296.4"|"2301.92"|"5.52"|"and in summer are drawn to these dry pasture lands"
"195"|"1"|"00:38:25.119"|"00:38:31.719"|"2305.12"|"2311.72"|"6.6"|"there's a rich bounty of moths and grubs at this time of year"
"196"|"1"|"00:38:35.840"|"00:38:42.199"|"2315.84"|"2322.2"|"6.36"|"but with lots of youngsters around competition can be intense"
"197"|"1"|"00:38:57.280"|"00:39:09.039"|"2337.28"|"2349.04"|"11.76"|"it's every call for itself"
"198"|"1"|"00:39:23.199"|"00:39:30.480"|"2363.2"|"2370.48"|"7.28"|"like tasmanian devils eastern qualls were once found on the australian mainland"
"199"|"1"|"00:39:31.440"|"00:39:37.840"|"2371.44"|"2377.84"|"6.4"|"today this dry eastern half of the island is their last refuge"
"200"|"1"|"00:39:39.920"|"00:39:47.239"|"2379.92"|"2387.24"|"7.32"|"and with an abundance of summer insects they have every chance of thriving"
"201"|"1"|"00:40:00.480"|"00:40:05.980"|"2400.48"|"2405.98"|"5.5"|"summer is almost over"
"202"|"1"|"00:40:06.400"|"00:40:26.630"|"2406.4"|"2426.63"|"20.23"|"and as autumn arrives the stage is set for a bizarre ritual"
"203"|"1"|"00:40:26.800"|"00:40:32.039"|"2426.8"|"2432.04"|"5.24"|"familiar screams fill the forest"
"204"|"1"|"00:40:41.599"|"00:40:47.679"|"2441.6"|"2447.68"|"6.08"|"it may not look like it but these devils are becoming amorous"
"205"|"1"|"00:40:51.679"|"00:40:58.239"|"2451.68"|"2458.24"|"6.56"|"an eligible male clings on as a female guides him back to the den"
