""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"38"|"316"|"00:02:43.500"|"00:02:43.510"|"163.5"|"163.51"|"-174.48"|"tutaj jest naprawdę inne"
"39"|"320"|"00:02:43.510"|"00:02:50.630"|"163.51"|"170.63"|"-171.92"|"tutaj jest naprawdę inne [muzyka]"
"40"|"324"|"00:02:50.630"|"00:02:59.030"|"170.63"|"179.03"|"-168.59"|"[muzyka]"
"41"|"33"|"00:02:59.030"|"00:03:01.750"|"179.03"|"187.43"|"-162.37"|"<--pause-->"
"42"|"340"|"00:03:01.750"|"00:03:07.430"|"181.75"|"187.43"|"-175.2"|"żywe w ch Tasmanii są"
"43"|"352"|"00:03:07.440"|"00:03:14.640"|"187.44"|"194.64"|"-170.47"|"[Muzyka]"
"44"|"360"|"00:03:14.640"|"00:03:18.470"|"194.64"|"198.47"|"-175.92"|"[Muzyka]"
"45"|"364"|"00:03:18.470"|"00:03:20.140"|"198.47"|"200.14"|"-179.69"|"to ostatnie lądowisko zmierzające na południe"
"46"|"372"|"00:03:20.140"|"00:03:20.150"|"200.14"|"200.15"|"-186.08"|"przed Antarktydą"
"47"|"376"|"00:03:20.150"|"00:03:23.750"|"200.15"|"203.75"|"-184.8"|"przed Antarktydą [Muzyka]"
"48"|"380"|"00:03:23.750"|"00:03:25.910"|"203.75"|"205.91"|"-184.72"|"[Muzyka]"
"49"|"388"|"00:03:25.910"|"00:03:28.149"|"205.91"|"208.149"|"-184.64"|"zimne powietrze z dalszego południa przynosi"
"50"|"396"|"00:03:28.149"|"00:03:31.840"|"208.149"|"211.84"|"-188.79"|"opady śniegu i mrozy"
"51"|"404"|"00:03:31.840"|"00:03:31.850"|"211.84"|"211.85"|"-190.49"|"przez te zimowe miesiące"
"52"|"408"|"00:03:31.850"|"00:03:31.930"|"211.85"|"211.93"|"-195.86"|"przez te zimowe miesiące [Brawa]"
"53"|"412"|"00:03:31.930"|"00:03:31.940"|"211.93"|"211.94"|"-203.97"|"[Brawa]"
"54"|"416"|"00:03:31.940"|"00:03:36.789"|"211.94"|"216.789"|"-202.89"|"[Brawa] [Muzyka]"
"55"|"420"|"00:03:36.789"|"00:03:39.910"|"216.789"|"219.91"|"-209.97"|"[Muzyka]"
"56"|"428"|"00:03:39.910"|"00:03:41.910"|"219.91"|"221.91"|"-214.72"|" zwierząt takich jak ta samicawombat to"
"57"|"436"|"00:03:41.910"|"00:03:44.470"|"221.91"|"224.47"|"-214.32"|"gatunek australijski,"
"58"|"444"|"00:03:44.470"|"00:03:51.190"|"224.47"|"231.19"|"-210.24"|"ale jego zwyczaje i styl życia są"
"59"|"50"|"00:03:51.190"|"00:04:18.150"|"231.19"|"258.16"|"-189.75"|"<--pause-->"
"60"|"500"|"00:04:18.150"|"00:04:18.160"|"258.15"|"258.16"|"-194.31"|"po drugiej stronie tej wyspy"
"61"|"504"|"00:04:18.160"|"00:04:22.940"|"258.16"|"262.94"|"-199.37"|"po drugiej stronie tej wyspy bezdroża"
"62"|"512"|"00:04:22.950"|"00:04:24.720"|"262.95"|"264.72"|"-200.23"|"[Muzyka]"
"63"|"520"|"00:04:24.720"|"00:04:28.469"|"264.72"|"268.469"|"-203.28"|"[Muzyka]"
"64"|"524"|"00:04:28.469"|"00:04:31.890"|"268.469"|"271.89"|"-203.38"|"nawet niżej w lasach tasmanii"
"65"|"532"|"00:04:31.890"|"00:04:31.900"|"271.89"|"271.9"|"-212.25"|"temperatura może spaść  zera"
"66"|"536"|"00:04:31.900"|"00:04:36.320"|"271.9"|"276.32"|"-210.53"|"temperatura może spaść  zera [Muzyka]"
"67"|"540"|"00:04:36.320"|"00:04:36.330"|"276.32"|"276.33"|"-214.62"|"[Muzyka]"
"68"|"544"|"00:04:36.330"|"00:04:37.630"|"276.33"|"277.63"|"-216.6"|"[Muzyka] [Brawa]"
"69"|"548"|"00:04:37.630"|"00:04:37.640"|"277.63"|"277.64"|"-218.43"|"[Brawa]"
"70"|"552"|"00:04:37.640"|"00:04:42.870"|"277.64"|"282.87"|"-221.2"|"[Brawa] [Muzyka"
"71"|"556"|"00:04:42.870"|"00:04:45.110"|"282.87"|"285.11"|"-221.04"|"[Muzyka"
"72"|"564"|"00:04:45.110"|"00:04:45.120"|"285.11"|"285.12"|"-224.57"|"] si europejczycy, którzy eksplorowali te"
"73"|"568"|"00:04:45.120"|"00:04:46.629"|"285.12"|"286.629"|"-236.8"|"] si europejczycy, którzy eksplorowali te lasy,"
"74"|"572"|"00:04:46.629"|"00:04:49.670"|"286.629"|"289.67"|"-235.92"|"lasy,"
"75"|"580"|"00:04:49.670"|"00:04:54.470"|"289.67"|"294.47"|"-240.7"|"twierdzili, że słyszeli w nocy krzyki diabłów"
"76"|"588"|"00:04:54.480"|"00:05:03.840"|"294.48"|"303.84"|"-237.19"|"[Muzyka]"
"77"|"596"|"00:05:03.840"|"00:05:07.270"|"303.84"|"307.27"|"-236.72"|"[Muzyka]"
"78"|"600"|"00:05:07.270"|"00:05:07.280"|"307.27"|"307.28"|"-239.11"|"i tak najbardziej tasmańskasłynne zwierzę ma"
"79"|"604"|"00:05:07.280"|"00:05:13.430"|"307.28"|"313.43"|"-251.68"|"i tak najbardziej tasmańskasłynne zwierzę ma swoją"
"80"|"70"|"00:05:13.430"|"00:05:27.070"|"313.43"|"328.88"|"-237.71"|"<--pause-->"
"81"|"620"|"00:05:27.070"|"00:05:28.880"|"327.07"|"328.88"|"-250.15"|"[Muzyka]"
"82"|"628"|"00:05:28.880"|"00:05:31.510"|"328.88"|"331.51"|"-255.52"|"[Muzyka]"
"83"|"632"|"00:05:31.510"|"00:05:35.510"|"331.51"|"335.51"|"-254.12"|"przede wszystkim padlinożercy potrafią wyczuć"
"84"|"640"|"00:05:35.510"|"00:05:37.990"|"335.51"|"337.99"|"-260.56"|"zwłoki z pół milisposób"
"85"|"648"|"00:05:37.990"|"00:05:42.550"|"337.99"|"342.55"|"-258.4"|"i w stosunku do wielkości ciała mają"
"86"|"656"|"00:05:42.550"|"00:05:47.610"|"342.55"|"347.61"|"-254.95"|"najpotężniejszy kęs w świecie przyrody"
"87"|"668"|"00:05:47.620"|"00:05:48.180"|"347.62"|"348.18"|"-255.69"|"[Muzyka]"
"88"|"676"|"00:05:48.180"|"00:05:49.800"|"348.18"|"349.8"|"-259.39"|"[Muzyka] [Brawa]"
"89"|"680"|"00:05:49.800"|"00:05:49.810"|"349.8"|"349.81"|"-268.66"|"[Brawa]"
"90"|"684"|"00:05:49.810"|"00:05:54.240"|"349.81"|"354.24"|"-266.71"|"[Brawa] [Muzyka]"
"91"|"692"|"00:05:54.250"|"00:05:59.430"|"354.25"|"359.43"|"-264.96"|"[Brawa]"
"92"|"81"|"00:05:59.430"|"00:06:02.629"|"359.43"|"365.11"|"-265.84"|"<--pause-->"
"93"|"704"|"00:06:02.629"|"00:06:05.110"|"362.629"|"365.11"|"-283.04"|"diabły żyły kiedyś w całej Australii,"
"94"|"712"|"00:06:05.110"|"00:06:09.350"|"365.11"|"369.35"|"-282.0"|"ale zniknęły, gdy kontynent wyschł"
"95"|"724"|"00:06:09.360"|"00:06:10.319"|"369.36"|"370.319"|"-284.09"|"j"
"96"|"732"|"00:06:10.319"|"00:06:14.380"|"370.319"|"374.38"|"-297.21"|"j"
"97"|"740"|"00:06:14.390"|"00:06:17.749"|"374.39"|"377.749"|"-305.97"|"[Muzyka]"
"98"|"86"|"00:06:17.749"|"00:06:19.830"|"377.749"|"379.84"|"-313.91"|"<--pause-->"
"99"|"752"|"00:06:19.830"|"00:06:19.840"|"379.83"|"379.84"|"-340.07"|"jak większość australijskich ssaków ich"
"100"|"756"|"00:06:19.840"|"00:06:23.270"|"379.84"|"383.27"|"-339.52"|"jak większość australijskich ssaków ich torbacze,"
"101"|"88"|"00:06:23.270"|"00:06:26.230"|"383.27"|"388.55"|"-338.34"|"<--pause-->"
"102"|"768"|"00:06:26.230"|"00:06:28.550"|"386.23"|"388.55"|"-344.32"|"chociaż mogą wyglądać jak psy, diabły"
"103"|"776"|"00:06:28.550"|"00:06:30.629"|"388.55"|"390.629"|"-345.2"|"są bliżej spokrewnione z kangurami"
"104"|"784"|"00:06:30.629"|"00:06:32.790"|"390.629"|"392.79"|"-347.59"|"niż z psami"
"105"|"792"|"00:06:32.790"|"00:06:37.510"|"392.79"|"397.51"|"-351.76"|"i będąc torbaczami, kilka tygodni temu wychowują swoje"
"106"|"92"|"00:06:37.510"|"00:06:40.629"|"397.51"|"402.34"|"-350.05"|"<--pause-->"
"107"|"808"|"00:06:40.629"|"00:06:42.340"|"400.629"|"402.34"|"-352.64"|"ta samica"
"108"|"816"|"00:06:42.340"|"00:06:42.350"|"402.34"|"402.35"|"-360.44"|"urodziła 40młode"
"109"|"820"|"00:06:42.350"|"00:06:43.510"|"402.35"|"403.51"|"-377.12"|"urodziła 40młode [Muzyka]"
"110"|"824"|"00:06:43.510"|"00:06:47.790"|"403.51"|"407.79"|"-376.47"|"[Muzyka]"
"111"|"832"|"00:06:47.790"|"00:06:47.800"|"407.79"|"407.8"|"-396.91"|"każde wielkości ziarnka ryżu"
"112"|"836"|"00:06:47.800"|"00:06:51.029"|"407.8"|"411.029"|"-397.39"|"każde wielkości ziarnka ryżu [Muzyka]"
"113"|"840"|"00:06:51.029"|"00:06:55.909"|"411.029"|"415.909"|"-398.56"|"[Muzyka]"
"114"|"848"|"00:06:55.909"|"00:06:59.680"|"415.909"|"419.68"|"-398.37"|"w jej torebce ma tylko cztery smoczki"
"115"|"856"|"00:06:59.680"|"00:06:59.690"|"419.68"|"419.69"|"-404.46"|"więc tylko cztery młode przeżyją"
"116"|"860"|"00:06:59.690"|"00:07:05.510"|"419.69"|"425.51"|"-402.38"|"więc tylko cztery młode przeżyją [Muzyka"
"117"|"864"|"00:07:05.510"|"00:07:09.880"|"425.51"|"429.88"|"-408.27"|"[Muzyka"
"118"|"872"|"00:07:09.880"|"00:07:09.890"|"429.88"|"429.89"|"-411.78"|"] diabelski wyścig o przetrwanie zaczyna się "
"119"|"876"|"00:07:09.890"|"00:07:14.950"|"429.89"|"434.95"|"-415.44"|"] diabelski wyścig o przetrwanie zaczyna się  [Muzyka]"
"120"|"880"|"00:07:14.950"|"00:07:16.629"|"434.95"|"436.629"|"-420.4"|"[Muzyka]"
"121"|"888"|"00:07:16.629"|"00:07:18.790"|"436.629"|"438.79"|"-420.8"|"to ciężki początek,"
"122"|"896"|"00:07:18.790"|"00:07:21.430"|"438.79"|"441.43"|"-420.24"|"ale ta mama wytrzymapoświęciła większość swojego"
"123"|"904"|"00:07:21.430"|"00:07:25.029"|"441.43"|"445.029"|"-425.68"|"roku na opiekę nad czwórką dzieci,"
"124"|"109"|"00:07:25.029"|"00:07:27.909"|"445.029"|"447.919"|"-424.39"|"<--pause-->"
"125"|"920"|"00:07:27.909"|"00:07:27.919"|"447.909"|"447.919"|"-435.59"|", pokonała ne przeciwności, by osiągnąć"
"126"|"924"|"00:07:27.919"|"00:07:29.670"|"447.919"|"449.67"|"-441.68"|", pokonała ne przeciwności, by osiągnąć dorosłość,"
"127"|"928"|"00:07:29.670"|"00:07:32.469"|"449.67"|"452.469"|"-447.68"|"dorosłość,"
"128"|"936"|"00:07:32.469"|"00:07:32.479"|"452.469"|"452.479"|"-452.72"|"z jej kolej, by wychować następne"
"129"|"940"|"00:07:32.479"|"00:07:37.820"|"452.479"|"457.82"|"-459.35"|"z jej kolej, by wychować następne pokolenie"
"130"|"948"|"00:07:37.830"|"00:07:39.840"|"457.83"|"459.84"|"-481.19"|"[Muzyka]"
"131"|"956"|"00:07:39.840"|"00:07:42.309"|"459.84"|"462.309"|"-481.28"|"[Muzyka]"
"132"|"960"|"00:07:42.309"|"00:07:44.950"|"462.309"|"464.95"|"-486.24"|"torbacze jak diabły lJestem tutaj,"
"133"|"968"|"00:07:44.950"|"00:07:49.110"|"464.95"|"469.11"|"-484.43"|"ponieważ tasmania była kiedyś połączona z"
"134"|"118"|"00:07:49.110"|"00:07:51.749"|"469.11"|"475.27"|"-487.45"|"<--pause-->"
"135"|"984"|"00:07:51.749"|"00:07:55.270"|"471.749"|"475.27"|"-497.09"|"a jej mieszkańcy zostali"
"136"|"992"|"00:07:55.270"|"00:08:01.350"|"475.27"|"481.35"|"-498.64"|"odizolowani jakieś 12 000 lat temu, kiedy"
"137"|"120"|"00:08:01.350"|"00:08:04.150"|"481.35"|"486.85"|"-502.74"|"<--pause-->"
"138"|"1008"|"00:08:04.150"|"00:08:06.850"|"484.15"|"486.85"|"-506.26"|"ale tasmania jest oknem na  bardziej"
"139"|"1016"|"00:08:06.850"|"00:08:06.860"|"486.85"|"486.86"|"-511.45"|"żytną przeszłość"
"140"|"1020"|"00:08:06.860"|"00:08:08.869"|"486.86"|"488.869"|"-511.84"|"żytną przeszłość [Muzyka]"
"141"|"1024"|"00:08:08.869"|"00:08:10.950"|"488.869"|"490.95"|"-512.64"|"[Muzyka]"
"142"|"1032"|"00:08:10.950"|"00:08:14.230"|"490.95"|"494.23"|"-515.28"|"niektóre z tych lasów mająnie się"
"143"|"1040"|"00:08:14.230"|"00:08:16.070"|"494.23"|"496.07"|"-515.9"|"zmieniło, odkąd dinozaury chodziły po ziemi,"
"144"|"1048"|"00:08:16.070"|"00:08:21.670"|"496.07"|"501.67"|"-535.84"|"kiedy południowe kontynenty były"
"145"|"127"|"00:08:21.670"|"00:08:24.070"|"501.67"|"506.15"|"-534.16"|"<--pause-->"
"146"|"1064"|"00:08:24.070"|"00:08:26.150"|"504.07"|"506.15"|"-541.76"|" żyje tutaj stworzenie, którego"
"147"|"1072"|"00:08:26.150"|"00:08:26.160"|"506.15"|"506.16"|"-544.47"|"przodkowie wędrowali po tym żytnym"
"148"|"1076"|"00:08:26.160"|"00:08:29.680"|"506.16"|"509.68"|"-542.85"|"przodkowie wędrowali po tym żytnym kontynencie"
"149"|"1084"|"00:08:29.690"|"00:08:41.110"|"509.69"|"521.11"|"-544.16"|"[Muzyka"
"150"|"131"|"00:08:41.110"|"00:08:43.430"|"521.11"|"525.59"|"-554.96"|"<--pause-->"
"151"|"1096"|"00:08:43.430"|"00:08:45.590"|"523.43"|"525.59"|"-558.24"|"] żyje w rzekach tasmanii"
"152"|"1104"|"00:08:45.590"|"00:08:49.750"|"525.59"|"529.75"|"-568.48"|"i jest jednym z najdłużej żyjących na wyspie"
"153"|"133"|"00:08:49.750"|"00:08:55.170"|"529.75"|"536.07"|"-574.64"|"<--pause-->"
"154"|"1124"|"00:08:55.170"|"00:08:56.070"|"535.17"|"536.07"|"-576.61"|"[Muzyka]"
"155"|"1132"|"00:08:56.070"|"00:08:58.790"|"536.07"|"538.79"|"-586.08"|"[Muzyka] [Brawa]"
"156"|"1136"|"00:08:58.790"|"00:09:01.030"|"538.79"|"541.03"|"-591.76"|"[Brawa]"
"157"|"1144"|"00:09:01.030"|"00:09:01.040"|"541.03"|"541.04"|"-594.87"|"ważące do pięciu kilogramów i metr"
"158"|"1148"|"00:09:01.040"|"00:09:02.550"|"541.04"|"542.55"|"-601.6"|"ważące do pięciu kilogramów i metr ści"
"159"|"1152"|"00:09:02.550"|"00:09:03.990"|"542.55"|"543.99"|"-607.36"|"ści"
"160"|"1160"|"00:09:03.990"|"00:09:06.389"|"543.99"|"546.389"|"-606.71"|"są największymi wodnymi"
"161"|"1168"|"00:09:06.389"|"00:09:12.389"|"546.389"|"552.389"|"-612.08"|"bezkręgowcami na naszej planecie,"
"162"|"141"|"00:09:12.389"|"00:09:25.110"|"552.389"|"565.12"|"-601.27"|"<--pause-->"
"163"|"1200"|"00:09:25.110"|"00:09:25.120"|"565.11"|"565.12"|"-604.07"|"ale nie  wolne od"
"164"|"1204"|"00:09:25.120"|"00:09:26.590"|"565.12"|"566.59"|"-612.44"|"ale nie  wolne od zagrożeń"
"165"|"1208"|"00:09:26.590"|"00:09:26.600"|"566.59"|"566.6"|"-629.08"|"zagrożeń"
"166"|"1212"|"00:09:26.600"|"00:09:31.509"|"566.6"|"571.509"|"-634.88"|"zagrożeń [Muzyka]"
"167"|"1216"|"00:09:31.509"|"00:09:37.269"|"571.509"|"577.269"|"-632.72"|"[Muzyka]"
"168"|"146"|"00:09:37.269"|"00:09:39.030"|"577.269"|"584.79"|"-627.12"|"<--pause-->"
"169"|"1232"|"00:09:39.030"|"00:09:44.790"|"579.03"|"584.79"|"-635.2"|"ogromne aż  heabardziej niż"
"170"|"147"|"00:09:44.790"|"00:09:47.030"|"584.79"|"589.63"|"-650.36"|"<--pause-->"
"171"|"1248"|"00:09:47.030"|"00:09:49.630"|"587.03"|"589.63"|"-666.52"|", jest to przystosowanie do chłodniejszego"
"172"|"1256"|"00:09:49.630"|"00:09:49.640"|"589.63"|"589.64"|"-669.23"|"południowego klimatu"
"173"|"1260"|"00:09:49.640"|"00:09:55.910"|"589.64"|"595.91"|"-669.28"|"południowego klimatu [Muzyka]"
"174"|"150"|"00:09:55.910"|"00:09:58.550"|"595.91"|"600.949"|"-685.28"|"<--pause-->"
"175"|"1272"|"00:09:58.550"|"00:10:00.949"|"598.55"|"600.949"|"-689.6"|"ten samiec poluje na małe bezkręgowce"
"176"|"1280"|"00:10:00.949"|"00:10:00.959"|"600.949"|"600.959"|"-703.03"|"znalezione w korycie rzeki, w tym młode"
"177"|"1284"|"00:10:00.959"|"00:10:02.560"|"600.959"|"602.56"|"-703.97"|"znalezione w korycie rzeki, w tym młode homary"
"178"|"1288"|"00:10:02.560"|"00:10:02.570"|"602.56"|"602.57"|"-711.02"|"homary"
"179"|"1292"|"00:10:02.570"|"00:10:03.870"|"602.57"|"603.87"|"-714.45"|"homary [Muzyka]"
"180"|"1296"|"00:10:03.870"|"00:10:03.880"|"603.87"|"603.88"|"-722.11"|"[Muzyka]"
"181"|"1300"|"00:10:03.880"|"00:10:07.030"|"603.88"|"607.03"|"-722.08"|"[Muzyka] [Oklaski]"
"182"|"157"|"00:10:07.030"|"00:10:09.190"|"607.03"|"614.63"|"-726.8"|"<--pause-->"
"183"|"1312"|"00:10:09.190"|"00:10:14.630"|"609.19"|"614.63"|"-728.88"|"i aby nie zmarznąć"
"184"|"158"|"00:10:14.630"|"00:10:18.470"|"614.63"|"620.949"|"-731.84"|"<--pause-->"
"185"|"1328"|"00:10:18.470"|"00:10:20.949"|"618.47"|"620.949"|"-742.91"|"których potrzebujeporuszanie"
"186"|"1336"|"00:10:20.949"|"00:10:24.389"|"620.949"|"624.389"|"-747.36"|"się bez dużych drapieżników, które mogłyby je niepokoić"
"187"|"1344"|"00:10:24.389"|"00:10:24.399"|"624.389"|"624.399"|"-750.95"|"dziobaki poruszają się tutaj w niezwykły"
"188"|"1348"|"00:10:24.399"|"00:10:28.069"|"624.399"|"628.069"|"-750.0"|"dziobaki poruszają się tutaj w niezwykły sposób"
"189"|"162"|"00:10:28.069"|"00:10:30.949"|"628.069"|"636.85"|"-743.86"|"<--pause-->"
"190"|"1360"|"00:10:30.949"|"00:10:36.850"|"630.949"|"636.85"|"-748.14"|"tylko na tasmanii dziobak chodzi"
"191"|"1372"|"00:10:36.860"|"00:10:45.600"|"636.86"|"645.6"|"-750.23"|"[Muzyka]"
"192"|"1380"|"00:10:45.600"|"00:10:48.150"|"645.6"|"648.15"|"-750.0"|"[Muzyka]"
"193"|"1384"|"00:10:48.150"|"00:10:51.350"|"648.15"|"651.35"|"-749.36"|"poza wodą  zrozumieć, dlaczego"
"194"|"1392"|"00:10:51.350"|"00:10:54.410"|"651.35"|"654.41"|"-754.7"|"dziobak został kiedyś odrzucony jako"
"195"|"1400"|"00:10:54.410"|"00:10:54.420"|"654.41"|"654.42"|"-758.29"|"oszustwo dziełomistyfikator"
"196"|"1404"|"00:10:54.420"|"00:10:59.950"|"654.42"|"659.95"|"-766.2"|"oszustwo dziełomistyfikator [Muzyka]"
"197"|"1412"|"00:10:59.960"|"00:11:03.200"|"659.96"|"663.2"|"-765.35"|"[Muzyka],"
"198"|"1420"|"00:11:03.200"|"00:11:09.030"|"663.2"|"669.03"|"-766.72"|"[Muzyka],"
"199"|"171"|"00:11:09.030"|"00:11:11.590"|"669.03"|"676.31"|"-763.39"|"<--pause-->"
"200"|"1432"|"00:11:11.590"|"00:11:16.310"|"671.59"|"676.31"|"-768.09"|"jego dziwne połączenie części ciała"
"201"|"172"|"00:11:16.310"|"00:11:23.720"|"676.31"|"683.73"|"-761.86"|"<--pause-->"
"202"|"1456"|"00:11:23.720"|"00:11:23.730"|"683.72"|"683.73"|"-770.42"|" gdy jego przypominające wydry futro utrzymuje go w cieple"
"203"|"1460"|"00:11:23.730"|"00:11:25.990"|"683.73"|"685.99"|"-777.76"|" gdy jego przypominające wydry futro utrzymuje go w cieple [Muzyka]"
"204"|"1464"|"00:11:25.990"|"00:11:31.269"|"685.99"|"691.269"|"-782.0"|"[Muzyka]"
"205"|"175"|"00:11:31.269"|"00:11:33.750"|"691.269"|"697.11"|"-779.28"|"<--pause-->"
"206"|"1480"|"00:11:33.750"|"00:11:37.110"|"693.75"|"697.11"|"-783.62"|"ale dziobak jest najbardziej znany ze swojego"
"207"|"176"|"00:11:37.110"|"00:11:49.580"|"697.11"|"710.8"|"-778.23"|"<--pause-->"
"208"|"1508"|"00:11:49.580"|"00:11:50.800"|"709.58"|"710.8"|"-780.79"|"[Muzyka]"
"209"|"1516"|"00:11:50.800"|"00:11:57.030"|"710.8"|"717.03"|"-782.4"|"[Muzyka]"
"210"|"178"|"00:11:57.030"|"00:11:59.910"|"717.03"|"722.79"|"-779.68"|"<--pause-->"
"211"|"1528"|"00:11:59.910"|"00:12:02.790"|"719.91"|"722.79"|"-781.07"|"ale około 40 000 receptorów w dziobie"
"212"|"1536"|"00:12:02.790"|"00:12:06.890"|"722.79"|"726.89"|"-786.82"|"wykrywa znak elektrycznywydzielane"
"213"|"1544"|"00:12:06.890"|"00:12:06.900"|"726.89"|"726.9"|"-798.37"|"przez mięśnie zwierząt drapieżnych"
"214"|"1548"|"00:12:06.900"|"00:12:10.629"|"726.9"|"730.629"|"-797.6"|"przez mięśnie zwierząt drapieżnych [Muzyka],"
"215"|"1552"|"00:12:10.629"|"00:12:12.870"|"730.629"|"732.87"|"-814.24"|"[Muzyka],"
"216"|"1560"|"00:12:12.870"|"00:12:15.829"|"732.87"|"735.829"|"-819.36"|"które muszą dużo jeść, aby się"
"217"|"1568"|"00:12:15.829"|"00:12:20.370"|"735.829"|"740.37"|"-824.26"|"ogrzać, dziobak może polować przez"
"218"|"1580"|"00:12:20.380"|"00:12:26.790"|"740.38"|"746.79"|"-833.12"|"[Muzyka],"
"219"|"186"|"00:12:26.790"|"00:12:29.269"|"746.79"|"752.389"|"-836.64"|"<--pause-->"
"220"|"1592"|"00:12:29.269"|"00:12:32.389"|"749.269"|"752.389"|"-849.29"|"chociaż na kontynencie"
"221"|"1600"|"00:12:32.389"|"00:12:34.980"|"752.389"|"754.98"|"-854.13"|"tasmańskim dziobaki są "
"222"|"1608"|"00:12:34.980"|"00:12:34.990"|"754.98"|"754.99"|"-860.5"|"największe i najjsze"
