""|"no"|"st"|"en"|"st_flt"|"en_flt"|"dif"|"txt"
"10"|""|""|""|""|""|""|"drapieżników  dużych, aby zabić walabie"
"11"|""|""|""|""|""|""|"<--pause-->"
"12"|""|""|""|""|""|""|"i bez normalnej kontroli ich"
"13"|""|""|""|""|""|""|"<--pause-->"
"14"|""|""|""|""|""|""|"ale chociaż może się to wydawać"
"15"|""|""|""|""|""|""|"rajem wolnym od drapieżników,"
"16"|""|""|""|""|""|""|"<--pause-->"
"17"|""|""|""|""|""|""|"jedno z najbardziej śmiercionośnych zwierząt na Tasmanii"
"18"|""|""|""|""|""|""|"<--pause-->"
"19"|""|""|""|""|""|""|"to gatunek mrówki znany jako skoczek"
"20"|""|""|""|""|""|""|"[Muzyka]"
"21"|""|""|""|""|""|""|"<--pause-->"
"22"|""|""|""|""|""|""|"skoczek wyewoluował na żytnym"
"23"|""|""|""|""|""|""|"<--pause-->"
"24"|""|""|""|""|""|""|"  prymitywne zachowanie wśród mrówek,"
"25"|""|""|""|""|""|""|"<--pause-->"
"26"|""|""|""|""|""|""|"i zamiast używać zapachu do polowania"
"27"|""|""|""|""|""|""|"<--pause-->"
"28"|""|""|""|""|""|""|"widzenie zakłuwają swoje ofiary"
"29"|""|""|""|""|""|""|"jadem, który może zabić ludzi,"
"30"|""|""|""|""|""|""|"co czyni je jednymi z najbardziej śmiercionośnych"
"31"|""|""|""|""|""|""|"zwierząt w całej Australii"
"32"|""|""|""|""|""|""|"zwierząt w całej Australii [Muzyka]"
"33"|""|""|""|""|""|""|"<--pause-->"
"34"|""|""|""|""|""|""|"mrówki skoczki są "
"35"|""|""|""|""|""|""|"<--pause-->"
"36"|""|""|""|""|""|""|"ich gniazda to małe kopce, w"
"37"|""|""|""|""|""|""|"<--pause-->"
"38"|""|""|""|""|""|""|"robotnice pokrywają gniazdo ciemnymi"
"39"|""|""|""|""|""|""|"materiałami, aby pomóc w absorpcji ciepła w"
"40"|""|""|""|""|""|""|"<--pause-->"
"41"|""|""|""|""|""|""|"ale skoczki mają zaskakujący"
"42"|""|""|""|""|""|""|"<--pause-->"
"43"|""|""|""|""|""|""|"w cieplejsze dni zmieniają materiały budowlane"
"44"|""|""|""|""|""|""|"<--pause-->"
"45"|""|""|""|""|""|""|"z robotnice pokrywają gniazdo białymi"
"46"|""|""|""|""|""|""|"z robotnice pokrywają gniazdo białymi kamieniami,"
"47"|""|""|""|""|""|""|"<--pause-->"
"48"|""|""|""|""|""|""|"które odbijają energię słoneczną,"
"49"|""|""|""|""|""|""|"<--pause-->"
"50"|""|""|""|""|""|""|"w środkupomysłowe rozwiązanie problemu"
"51"|""|""|""|""|""|""|"<--pause-->"
"52"|""|""|""|""|""|""|"roku na Tasmanii suche wschodnie lasy mogą być"
"53"|""|""|""|""|""|""|"trudnym miejscem w"
"54"|""|""|""|""|""|""|"trudnym miejscem w upalne lato,"
"55"|""|""|""|""|""|""|"<--pause-->"
"56"|""|""|""|""|""|""|"ale jeden z nielicznych tasmańskich"
"57"|""|""|""|""|""|""|"drapieżników torbaczy unika najgorszego z tych upałów"
"58"|""|""|""|""|""|""|"<--pause-->"
"59"|""|""|""|""|""|""|"to wschodni węgiel bliski"
"60"|""|""|""|""|""|""|"krewny diabła tasmańskiego"
"61"|""|""|""|""|""|""|"krewny diabła tasmańskiego [Muzyka]"
"62"|""|""|""|""|""|""|"<--pause-->"
"63"|""|""|""|""|""|""|"są  rzadkie, ale  obserwuje się"
"64"|""|""|""|""|""|""|"wzrost ich liczby, ponieważ młode opuszczają"
"65"|""|""|""|""|""|""|"<--pause-->"
"66"|""|""|""|""|""|""|"a  przyciągają je te suche"
"67"|""|""|""|""|""|""|"a  przyciągają je te suche pastwiska,"
"68"|""|""|""|""|""|""|"<--pause-->"
"69"|""|""|""|""|""|""|"gdzie o tej porze roku jest obfitość ćmy i pędraków,"
"70"|""|""|""|""|""|""|"<--pause-->"
"71"|""|""|""|""|""|""|"ale z dużą ilościąmłodych ludzi wokół"
"72"|""|""|""|""|""|""|"[Muzyka]"
"73"|""|""|""|""|""|""|"[Muzyka]"
"74"|""|""|""|""|""|""|"to każde wezwanie dla siebie"
"75"|""|""|""|""|""|""|"to każde wezwanie dla siebie [Muzyka]"
"76"|""|""|""|""|""|""|"[Muzyka]"
"77"|""|""|""|""|""|""|"[Muzyka]"
"78"|""|""|""|""|""|""|"jak diabły tasmańskie wschodnie lęki"
"79"|""|""|""|""|""|""|"były kiedyś znajdowane na kontynencie australijskim,"
"80"|""|""|""|""|""|""|"<--pause-->"
"81"|""|""|""|""|""|""|" ta sucha wschodnia część"
"82"|""|""|""|""|""|""|"<--pause-->"
"83"|""|""|""|""|""|""|"i z obfitościąletnie owady"
"84"|""|""|""|""|""|""|"[Muzyka]"
"85"|""|""|""|""|""|""|"[Muzyka]"
"86"|""|""|""|""|""|""|"lato dobiega końca"
"87"|""|""|""|""|""|""|"lato dobiega końca [Muzyka]"
"88"|""|""|""|""|""|""|"<--pause-->"
"89"|""|""|""|""|""|""|"i wraz z nadejściem jesieni scena jest przygotowana"
"90"|""|""|""|""|""|""|"na dziwaczny rytuał"
"91"|""|""|""|""|""|""|"na dziwaczny rytuał [Muzyka]"
"92"|""|""|""|""|""|""|"<--pause-->"
"93"|""|""|""|""|""|""|", może na to nie wygląda, ale te diabły"
"94"|""|""|""|""|""|""|"<--pause-->"
"95"|""|""|""|""|""|""|"zakochane, kwalifikujący się samiec trzyma się, gdy samica"
"96"|""|""|""|""|""|""|"<--pause-->"
"97"|""|""|""|""|""|""|"legowiska."
"98"|""|""|""|""|""|""|"legowiska."
"99"|""|""|""|""|""|""|"spróbuje kojarzyć się z jak największą liczbą dużych samców"
"100"|""|""|""|""|""|""|"<--pause-->"
"101"|""|""|""|""|""|""|"i aby zwiększyć swoje szanse na"
"102"|""|""|""|""|""|""|"ojcostwo,  trzymać ją tutaj"
"103"|""|""|""|""|""|""|"tak , jak to możliwe"
"104"|""|""|""|""|""|""|"tak , jak to możliwe [Oklaski]"
"105"|""|""|""|""|""|""|"<--pause-->"
"106"|""|""|""|""|""|""|"w legowisku, po którym się porusza,"
"107"|""|""|""|""|""|""|"starając się spółkować,"
"108"|""|""|""|""|""|""|"aby chronić ją przed jegochwyt gryzący"
"109"|""|""|""|""|""|""|"skóra wokół jej szyi zgrubiała w"
"110"|""|""|""|""|""|""|"<--pause-->"
"111"|""|""|""|""|""|""|"chociaż może wyglądać "
"112"|""|""|""|""|""|""|"jest to część dziwacznego i"
"113"|""|""|""|""|""|""|"[Muzyka"
"114"|""|""|""|""|""|""|"<--pause-->"
"115"|""|""|""|""|""|""|"] pozostaną tutaj  kojarząc się"
"116"|""|""|""|""|""|""|"[Brawa"
"117"|""|""|""|""|""|""|"<--pause-->"
"118"|""|""|""|""|""|""|"]  toprzerażający krzyk"
"119"|""|""|""|""|""|""|"jest wrażliwa strona tych "
"120"|""|""|""|""|""|""|"jest wrażliwa strona tych  oczernianych"
"121"|""|""|""|""|""|""|"<--pause-->"
"122"|""|""|""|""|""|""|"stworzeń daleka od diabelstwa są"
"123"|""|""|""|""|""|""|"<--pause-->"
"124"|""|""|""|""|""|""|"oni diabelski sezon godowy oznacza nadejście jesieni"
"125"|""|""|""|""|""|""|"[Muzyka]"
"126"|""|""|""|""|""|""|"<--pause-->"
"127"|""|""|""|""|""|""|"każdego wieczorustada gęsi przylądkowych"
"128"|""|""|""|""|""|""|"wracają na swoje grzędy"
"129"|""|""|""|""|""|""|"wracają na swoje grzędy [Muzyka]"
"130"|""|""|""|""|""|""|"<--pause-->"
"131"|""|""|""|""|""|""|"ich sylwetki w zachodzącym słońcu znak,"
"132"|""|""|""|""|""|""|"[Muzyka]"
"133"|""|""|""|""|""|""|"[Muzyka]"
"134"|""|""|""|""|""|""|"powrót na wybrzeże dłuższe noce"
"135"|""|""|""|""|""|""|"niosą ze sobą oszałamiający spektakl"
"136"|""|""|""|""|""|""|"niosą ze sobą oszałamiający spektakl [Muzyka"
"137"|""|""|""|""|""|""|"[Muzyka"
"138"|""|""|""|""|""|""|"] południowe światła przypominają, że"
"139"|""|""|""|""|""|""|"następnym przystankiem stąd jest Antarktyda"
"140"|""|""|""|""|""|""|"następnym przystankiem stąd jest Antarktyda [Oklaski]"
"141"|""|""|""|""|""|""|"[Oklaski]"
"142"|""|""|""|""|""|""|"[Oklaski] [Muzyka]"
"143"|""|""|""|""|""|""|"<--pause-->"
"144"|""|""|""|""|""|""|"dla małych pingwinów"
"145"|""|""|""|""|""|""|"tasmańskich sezon lęgowy się skończył"
"146"|""|""|""|""|""|""|"<--pause-->"
"147"|""|""|""|""|""|""|", którą spędziły ostatnie kilka tygodni"
"148"|""|""|""|""|""|""|"tucząc na morzu  podwajając"
"149"|""|""|""|""|""|""|"tucząc na morzu  podwajając swoją"
"150"|""|""|""|""|""|""|"<--pause-->"
"151"|""|""|""|""|""|""|"wagę wysiłki związane z hodowlą piskląt zostały"
"152"|""|""|""|""|""|""|"[Muzyka]"
"153"|""|""|""|""|""|""|"[Muzyka]"
"154"|""|""|""|""|""|""|"małe pingwiny przechodzą przez to, co jest znane"
"155"|""|""|""|""|""|""|"<--pause-->"
"156"|""|""|""|""|""|""|"zrzucając  około 10 000 piór"
"157"|""|""|""|""|""|""|"[Muzyka],"
"158"|""|""|""|""|""|""|"[Muzyka],"
"159"|""|""|""|""|""|""|"ponieważ ich pióra zapewniają im "
"160"|""|""|""|""|""|""|"i wodoodporność, nie mogą wrócić do morza,"
"161"|""|""|""|""|""|""|"dopóki niewyrosły nowe"
"162"|""|""|""|""|""|""|"dopóki niewyrosły nowe [Muzyka]"
"163"|""|""|""|""|""|""|"[Muzyka]"
"164"|""|""|""|""|""|""|"przez trzy długie ty utknęły w"
"165"|""|""|""|""|""|""|"[Brawa]"
"166"|""|""|""|""|""|""|"[Muzyka"
"167"|""|""|""|""|""|""|"[Muzyka"
"168"|""|""|""|""|""|""|"]  trzeba czekać na małego pingwina"
"169"|""|""|""|""|""|""|"]  trzeba czekać na małego pingwina [Muzyka"
"170"|""|""|""|""|""|""|"<--pause-->"
"171"|""|""|""|""|""|""|"] rok dobiega końca"
"172"|""|""|""|""|""|""|"i trwa miesiącnie ma czasu"
"173"|""|""|""|""|""|""|"na ostatnią niespodziankę"
"174"|""|""|""|""|""|""|"na ostatnią niespodziankę [Muzyka]"
"175"|""|""|""|""|""|""|"[Muzyka]"
"176"|""|""|""|""|""|""|"<--pause-->"
"177"|""|""|""|""|""|""|"ich zmieniające się kolory sprawiają, że jesień jest"
"178"|""|""|""|""|""|""|"[Muzyka]"
"179"|""|""|""|""|""|""|"[Muzyka]"
"180"|""|""|""|""|""|""|"to jedyne drzewa na"
"181"|""|""|""|""|""|""|"kontynencie, które zrzucają l"
"182"|""|""|""|""|""|""|" chłodniejszych miesięcy"
"183"|""|""|""|""|""|""|" chłodniejszych miesięcy [Muzyka"
"184"|""|""|""|""|""|""|"<--pause-->"
"185"|""|""|""|""|""|""|"] południowe buki najbliżsi żyjący"
"186"|""|""|""|""|""|""|"krewniacy znajdują się tysiące mil"
"187"|""|""|""|""|""|""|"<--pause-->"
"188"|""|""|""|""|""|""|"ta rzadka plama jesiennych kolorów trwa"
"189"|""|""|""|""|""|""|"za kilka tygodni, gdy na całej"
"190"|""|""|""|""|""|""|"Tasmanii temperatury zaczynają spadać"
"191"|""|""|""|""|""|""|"Tasmanii temperatury zaczynają spadać [Muzyka]"
"192"|""|""|""|""|""|""|"[Muzyka]"
"193"|""|""|""|""|""|""|"czerwiec wyznacza początek sezonu zimowego"
"194"|""|""|""|""|""|""|"a dla diabłów"
"195"|""|""|""|""|""|""|"początek nowego życia"
"196"|""|""|""|""|""|""|"z młodymi już w jej woreczku"
"197"|""|""|""|""|""|""|"zapewni im mleko przez"
"198"|""|""|""|""|""|""|"najcięższe miesiące"
"199"|""|""|""|""|""|""|"jej i ich życia związanego z"
"200"|""|""|""|""|""|""|"sezonowym cyklem Tasmanii"
"201"|""|""|""|""|""|""|"sezonowym cyklem Tasmanii [Muzyka]"
"202"|""|""|""|""|""|""|"<--pause-->"
"203"|""|""|""|""|""|""|"za 12 000 lat temu"
"204"|""|""|""|""|""|""|"tasmania oddzieliła się od swojego kontynentalnego"
"205"|""|""|""|""|""|""|"tasmania oddzieliła się od swojego kontynentalnego rodzica"
"206"|""|""|""|""|""|""|"[Muzyka"
"207"|""|""|""|""|""|""|"[Muzyka"
"208"|""|""|""|""|""|""|"] wyspa jest młoda,"
"209"|""|""|""|""|""|""|"ale bogata w życie"
"210"|""|""|""|""|""|""|"i ma długą i żytną przeszłość"
"211"|""|""|""|""|""|""|"i ma długą i żytną przeszłość [Muzyka]"
"212"|""|""|""|""|""|""|"[Muzyka]"
"213"|""|""|""|""|""|""|"z tasmania i zwierzęta, które obsługuje,"
"214"|""|""|""|""|""|""|"są na innym cmy dla reszty"
"215"|""|""|""|""|""|""|"są na innym cmy dla reszty australii"
"216"|""|""|""|""|""|""|"australii"
"217"|""|""|""|""|""|""|"australii [muzyka"
"218"|""|""|""|""|""|""|"<--pause-->"
"219"|""|""|""|""|""|""|"] w rezultacie jest domem dla obsady "
"220"|""|""|""|""|""|""|"dziwacznej, co wspaniałej"
"221"|""|""|""|""|""|""|"dziwacznej, co wspaniałej [muzyka]"
"222"|""|""|""|""|""|""|"<--pause-->"
"223"|""|""|""|""|""|""|"rzeczyw  na ziemi nie"
"224"|""|""|""|""|""|""|"ma czegoś takiego jak tasmania"
"225"|""|""|""|""|""|""|"ma czegoś takiego jak tasmania [muzyka]"
"226"|""|""|""|""|""|""|"[muzyka]"
"227"|""|""|""|""|""|""|"[muzyka] [brawa]"
"228"|""|""|""|""|""|""|"<--pause-->"
"229"|""|""|""|""|""|""|"tasmania jest mniej więcej wielkości irlandii,"
"230"|""|""|""|""|""|""|"ale zpopulacja licząca za pół"
